booking_id,is_group_booking,group_name,user_id,hotel_reservation_id,hotel_id,hotel_price,car_reservation_id,car_id,car_price,flight_reservation_id,flight_id,flight_price
701854,True,Padilla Ltd,125,7066636,647649,699,609909,593748613,6398,205988,404979,5027
902968,False,"Hill, Hall and Adams",66,5523953,301189,9235,379403,649467063,3150,25483,879984,3411
525556,True,"Wilkins, Adams and Simmons",108,400579,80516,301,360201,719270611,1188,123437,581475,1258
186234,True,Gonzalez Group,130,8871202,582423,5474,717937,721979846,6903,652058,877168,9848
423103,False,Smith-Matthews,136,6797816,903851,6691,663448,731962256,4854,175293,804159,8403
811453,False,"Carrillo, Andrade and Mahoney",50,4808367,355230,5172,739252,729671351,408,14283,21643,1302
889007,False,"Patterson, Mcgrath and Gomez",119,2054102,781839,9227,106167,714347016,6174,562918,520116,8922
674864,False,Watts-Potter,21,2054102,715401,5843,768884,729271871,9212,135550,965795,972
381625,True,Peterson-Black,113,2406542,791092,8921,990017,487225173,9204,278470,726345,3149
208899,True,"Jacobs, Williams and Miller",72,1912875,874214,917,238121,719270621,6533,41575,292789,6081
305388,False,"Forbes, Cooley and Hall",48,6107769,524535,8675,853740,734460291,8801,270982,153675,2851
538557,False,Kirk Group,59,568780,601758,3577,402676,727375036,8452,16775,644049,3908
527224,False,Reed-Miller,99,8282494,770401,359,115522,720278471,6895,978293,70932,8820
622139,False,Mitchell-Wilkinson,27,3240140,301936,8886,618612,713196471,4387,677185,390904,9616
128842,False,"Miller, Phelps and Luna",131,2147761,926946,1197,793533,712974776,8169,2607,778370,8513
131830,False,Lee-Thomas,79,7982145,431678,5556,329002,729671416,1760,365087,464864,3201
889135,False,"Hernandez, Horton and Thomas",72,2129598,926946,1912,976521,733266706,7002,993458,457024,5625
984883,False,Thompson-Williams,42,1150388,950430,2349,387608,643001403,805,76224,957709,914
441625,False,Ray-Wong,15,2406542,420026,8566,525570,678759536,5395,187415,730283,4434
436270,False,"Salazar, Mooney and Edwards",58,3995519,431729,7468,384805,656975376,8649,43992,655317,7883
848753,False,Smith-Dixon,118,5308135,357472,8525,398116,735595096,7478,344471,590791,8322
516651,False,Griffin Group,67,7082149,689132,6820,917839,723344416,9784,147328,601525,9217
835561,True,Wong LLC,100,568780,337100,8876,457326,747468936,7355,120508,662825,3087
20556,True,Kelly-Robinson,59,5484850,851316,6156,115248,626547243,7226,332591,505247,6743
576391,True,"Martin, Norton and Bates",73,725766,567217,7521,143476,741067601,3246,673013,335940,3868
676617,False,Smith PLC,110,7489075,133304,8167,437255,744148766,7362,15604,770498,4306
874502,True,Lester Group,60,568780,482108,7714,101136,615296886,6804,213346,279223,7687
952480,False,Johnson-Freeman,137,9278626,358294,3660,982927,712354991,9323,804113,700351,9306
525886,False,"Cook, Wood and Contreras",18,8808987,497517,1514,800855,607031858,994,310434,642303,2411
672871,True,"Miller, Figueroa and Williams",126,3995519,90528,2155,400319,564700523,1092,151541,209981,2699
947376,False,"Peters, Moore and Trujillo",135,1946099,11248,4352,605484,747564596,8029,172039,445993,9936
189206,False,Turner-Wilson,1,1150388,548588,4406,317822,723765571,929,623188,884305,5239
597654,False,Clark Ltd,131,2751318,330683,485,501051,648675423,890,895235,498970,8774
130653,True,Knight-Wright,92,5851919,64919,5793,39848,711246941,2691,482048,842521,2619
198239,False,Alexander Group,118,6848274,885629,73,963842,723344411,1565,594775,149606,2513
236299,True,Sanders-Lewis,136,3504543,741037,2552,878803,731057976,3330,957355,786622,2222
224703,True,"Fitzpatrick, Lewis and Ponce",33,4172174,284304,4333,63810,506235861,758,4090,930369,8865
797024,True,Taylor-Lewis,45,9403824,287778,396,426209,692560361,5310,704415,35494,7410
548779,False,"Carpenter, Obrien and Bell",127,9159160,214669,4967,72597,672711286,8980,29750,373985,183
505934,True,"Barnes, Keller and Moore",36,6268464,163305,9966,912618,733185561,8651,646949,231758,5742
980023,False,Merritt-Morgan,54,9091785,756941,7422,244660,710750586,4623,955826,814273,5449
622466,True,Wright Group,30,7542191,777633,4242,552673,739727181,720,816893,82610,3726
25050,False,Blake and Sons,37,4009167,232176,1840,881586,643001373,430,197000,662751,8221
385156,True,"Gregory, Mann and Stone",31,6848274,51868,537,304917,714481671,4459,474735,13911,7825
643278,True,Howard Ltd,79,2751318,384090,3124,432367,735434046,9348,740477,336765,9548
632007,False,"Lawrence, Sanchez and Sullivan",8,5053992,810208,5186,915794,733251966,5700,146249,488468,627
776335,True,"Little, Silva and Chandler",61,9146386,149881,1264,575997,733206561,6392,146577,93581,7564
614152,False,"Parker, Taylor and White",50,3331274,780410,2595,409991,739402991,5658,472122,311757,3292
814508,True,Franklin-Miller,50,9658903,791544,8174,373554,702065818,7499,699251,646279,7051
510689,True,Jackson Ltd,78,2498617,903851,1118,33483,713958766,4471,646637,251998,2963
144562,True,Rojas-Wilson,33,9756982,851316,8408,237480,739737871,5829,349115,822660,9896
637828,False,"Baker, Jackson and Vasquez",42,7982145,92128,7982,672886,720492926,9110,516399,712423,8958
534332,True,"Zimmerman, Potter and Simon",37,3990405,418465,6226,836802,714371101,8709,830932,385509,4395
729164,True,Carpenter PLC,71,6126862,697412,6753,281856,728723201,4646,183574,908326,8647
570825,False,"Sanchez, Cabrera and Stephens",105,1912875,187124,7411,411054,737351171,9868,85114,662009,6273
919553,True,Ayala-Pace,39,179260,447789,2340,223617,743071576,2648,191462,712937,3880
781316,False,Santiago-Hopkins,22,3457864,163305,4733,691359,739391166,3826,441379,932835,3796
163178,False,Eaton-Jackson,137,3504543,341861,873,799265,714382816,2065,438979,652431,5237
417443,True,Clark-Graham,69,5059256,172197,2898,680832,702764421,5261,733008,215193,1277
813825,True,Smith-Fields,69,7744758,294423,6047,49482,740247501,6743,297652,710216,1530
951060,False,Ward and Sons,107,2393326,384090,2982,853536,747493826,6535,887572,651850,9708
886569,False,Sampson-Ingram,25,9044544,497517,4420,67275,698594686,3509,33854,535925,8653
549065,True,"Wilson, Adams and Edwards",73,3600731,80516,2192,69606,641721336,4800,417164,343410,2382
133615,False,Jackson-Hart,82,7082149,366740,5845,605509,714369466,9770,236583,675837,3987
7330,False,"Juarez, Castillo and Hoffman",101,2954838,728517,3213,280770,714317251,3479,737799,649453,2561
783441,True,Simmons PLC,114,4903186,44099,698,993855,713902156,5210,502132,34112,6955
177893,True,Stephenson-Gould,113,2969009,389034,931,522471,680023116,4129,785878,533868,8099
478230,True,"Moore, Harrell and Thompson",12,8461542,647649,3804,367697,721723416,7225,582289,484351,766
5128,False,Hawkins-Collins,102,9271684,791544,4383,948456,743855796,7063,46940,148133,5949
192542,False,"Morrison, Reed and Padilla",83,9960887,187124,2453,672035,747606556,8076,388971,950276,6409
196331,False,White PLC,13,9658903,51470,6825,408784,564631203,7977,67767,283293,9454
285220,False,"Silva, King and Rodriguez",12,9274054,142722,8154,734783,733254626,7440,422875,908646,2578
704652,False,"Cox, Allen and Young",18,1343440,332272,4661,504944,747473506,8323,682818,656804,2004
304741,True,"Williams, Barber and Marsh",87,3872060,652879,2779,463709,607005028,9253,877190,461462,2281
416161,False,"Jones, Russell and Jackson",6,5312543,927478,1843,421721,433430033,760,615924,533868,9088
516000,False,Hopkins Ltd,33,5829415,151823,7648,63810,722110551,6895,305967,410683,1351
263056,True,Sanchez-Nguyen,55,9756982,988834,9264,393856,564702148,4494,609460,155834,9740
881653,True,"Lopez, Rivera and Wilson",11,9159160,971957,3804,746463,726151826,2472,393719,564592,1415
640133,False,Summers and Sons,110,3264692,975934,2747,244405,723754266,3793,912679,188860,9525
539752,True,"Payne, Anderson and Lucas",21,9584573,34177,904,91316,733281426,204,155545,729189,335
890144,True,Caldwell PLC,125,568780,490040,7195,76168,723757536,5359,736997,255333,7708
222735,True,Osborne LLC,102,5059256,851245,4716,322507,713873871,9818,39234,570936,6971
919876,False,"Vaughn, Cox and Welch",42,794052,569583,6642,183394,712974036,2699,535271,223210,896
337968,False,Bowman and Sons,39,4933519,582423,5033,235284,735432461,5003,477080,102023,4150
775088,True,Carter Ltd,41,6268464,620198,9361,184916,723747116,2822,305020,981356,6810
825885,True,"Perez, Jones and Johnson",117,1469302,582423,5864,974959,723698936,2683,241831,830108,2697
479258,True,Davis Group,44,5343852,280500,3021,274979,715698931,9853,725882,777453,2582
765457,False,"Garrett, Marshall and Paul",44,9247668,343182,7343,947057,704188501,5686,594416,360711,4856
580265,False,Phillips and Sons,103,9633524,498113,8147,480681,720492926,744,416551,852382,4777
279806,False,Skinner-Vazquez,132,7489075,366740,8173,230235,714538771,273,211444,799622,9469
308320,True,Lewis-Robinson,129,8059405,620198,5572,410568,722302556,1634,8209,717078,6707
943571,False,Berry-Brooks,125,1728665,331681,5313,728901,727380861,7213,326659,371693,2726
675589,True,"Lewis, Davis and Mccormick",10,8338227,376743,7991,176730,742557806,1279,175102,837110,1775
19904,True,"Lynch, Tanner and Jackson",78,5829415,588308,832,702421,694914101,9349,866315,324318,1841
798678,False,"Roy, Rhodes and Reed",114,9584573,73963,1068,106167,739348891,3139,169628,504922,8534
427998,True,"West, Cox and Garcia",43,8059405,55622,4554,273529,668358731,3070,489717,799640,3923
47340,True,Mays and Sons,82,1161531,402200,8940,465150,609703743,2652,147138,998033,6650
6929,False,Meza PLC,25,839034,92128,4593,376954,714364066,9470,373969,959296,6807
312287,False,Anderson LLC,113,5656300,47087,4692,262814,710750586,7938,771146,763956,1598
984605,True,Hill-Mills,130,540901,940013,988,565713,735429881,5293,424473,230310,4893
492266,False,Hernandez-Brock,73,5046930,474825,4226,798191,733269366,8963,36548,322270,8577
335556,True,"Price, Baker and Davis",93,7982145,627159,2308,824150,641720536,1917,28370,717557,2088
313448,False,Smith Group,17,1946099,449830,7500,444250,738512816,3208,761875,66154,9876
880790,True,Barnes-Newman,55,4850083,777633,5367,359439,640468203,9270,681316,552365,8426
72705,False,Richardson Inc,80,400579,327807,4631,562953,672709521,78,546161,919832,3631
389681,False,Moreno-Harris,42,9658147,621109,6968,45972,693395321,6874,846229,222277,4794
800654,False,"Taylor, Ramsey and Gonzalez",25,4213721,787734,7602,84575,735431246,1139,485381,84133,7420
96914,False,"Wolfe, Reynolds and Rowe",114,3062701,47087,7198,158366,722184536,7380,686022,648895,2778
140727,True,Brown Inc,72,6793796,638766,4873,891883,601584713,2625,987232,912611,1129
241259,True,"Davis, Hart and Bowen",106,4850083,171729,8685,23538,736062176,2975,364729,523165,202
377638,False,"Fitzgerald, Rhodes and Martinez",56,2954838,708858,461,487456,736387981,551,474704,788344,6711
673159,True,Brock-Walker,28,9275888,699522,2840,464649,727375271,8573,60416,794461,6480
27991,False,Bowman Inc,120,4361198,199442,5832,921452,719102586,591,165312,750655,3653
416779,True,Johnson and Sons,78,2685456,916134,3600,565713,677982866,8972,100212,785784,1040
215288,True,Vincent-Morton,67,9580682,728517,8917,551951,729781331,2990,214298,360665,2813
466801,True,Weaver PLC,55,5249153,697412,4167,967063,699254971,5504,118540,455912,7261
599301,False,Mcgrath Group,1,1107987,187124,3846,932501,741066616,6362,693034,753091,7484
874110,False,Flores and Sons,125,4646649,284304,8728,602535,698594731,9426,621975,259277,7874
885516,True,"Berry, Bryan and Smith",97,5484850,799308,8181,341950,733124681,7070,932677,377011,7501
344469,False,Miller PLC,19,3240140,358294,5124,30277,678122056,373,236246,530863,5601
418000,True,Chen-Brown,4,6793796,287778,4610,405796,713866686,5985,352153,134653,8163
563375,True,Scott-Green,68,8282494,417287,6426,923108,721723416,2525,997721,281151,4604
511116,True,"Lawrence, Campbell and Sandoval",8,9091785,149881,3128,874268,704427866,8318,501667,930902,6896
734391,False,Walsh-Shelton,133,4772478,848167,1770,282598,714365626,1970,84685,948801,4821
751199,False,"Richardson, Hall and Boyle",74,3457864,651218,6672,477726,744146776,9677,52862,365017,208
598162,True,Ross Inc,2,6851743,741037,6108,104004,737351196,4342,115110,6700,6947
2440,True,"Riley, Stout and Robinson",123,9146386,22346,6757,23698,623755096,6276,912397,242091,3556
153576,False,Johnson PLC,89,8338227,55622,9166,957222,741328701,413,534468,704863,6559
14764,True,"Miller, Erickson and Johnson",56,2393326,149881,7946,948514,711532181,5134,443972,723989,227
654312,True,Hardin Ltd,34,6007039,486534,5639,397622,734460361,4143,338607,763320,5006
3249,False,"Rodriguez, Campbell and Jones",95,4009167,799308,9607,925010,672131551,6809,76474,735382,1844
651094,False,Wilson PLC,133,3872060,482108,5906,202986,665651331,7583,730602,619855,5987
691650,False,Parks-Rosario,19,3646995,770401,1314,398242,723746366,5722,928113,252939,56
700427,True,"Potts, Bradley and Fitzgerald",106,1912875,865828,2333,355772,609703863,9164,731003,304312,9357
489374,True,"Gutierrez, Brown and Simmons",4,8683392,899876,4570,884598,713896026,3442,67720,365688,9943
721142,False,Torres-Dalton,31,6057404,389034,4798,952762,742773171,1994,85559,520393,8002
480419,True,Green-Brady,93,3354216,655981,5970,739285,721659636,1425,664914,468806,6747
373335,False,Powell LLC,80,9712905,699522,776,841931,720815786,3938,188808,225382,5880
552413,True,Faulkner-Thompson,111,8282494,73963,1295,734783,642849073,1871,820801,947465,2578
181643,True,"Frye, Vincent and Nguyen",37,4284621,172197,8924,47997,487225208,9108,380369,339620,6118
755288,False,Adams Inc,129,1936618,741037,2473,461612,745534416,4597,517806,949818,2118
812260,True,"Barron, Evans and Ford",98,7578115,628121,9439,915794,624673958,1814,978046,807357,914
266382,False,Lowe-Wiley,93,4808367,256413,7088,625099,692347496,644,430310,797068,9912
164454,True,Mcdonald LLC,21,2147761,366740,223,445357,720817371,4268,882343,573556,308
493319,False,"Prince, Hernandez and Cantu",104,3747849,342909,7758,924150,735431301,3295,358885,227431,686
853212,True,"Sanchez, Vega and Krause",77,7542191,293424,4695,270541,723772856,8826,193371,308406,7282
633748,False,Coleman-Powell,84,2911879,95189,1971,730483,733190331,1050,833965,454260,5157
453311,False,Fox-Bright,98,2147761,172197,5046,817106,739734371,3225,726547,393642,4986
571169,False,Barrett-Sanchez,40,2954838,699522,7975,146223,564702158,5822,990126,643600,6712
910762,False,"West, Obrien and Arnold",15,4933519,321483,3852,422665,704156031,2332,530871,196711,5369
353861,False,Padilla-Sanders,114,2443702,950430,3909,973250,718732186,8356,43735,996129,1114
427691,False,"Burns, Franklin and Lester",63,9742487,728517,225,653157,713897356,4009,83197,342149,4409
867803,True,"Hamilton, Ali and Taylor",16,7578115,780410,5918,466810,639813933,6851,220155,537560,4511
936926,True,Shaw-Mosley,119,68459,51868,2354,258584,668705231,7829,923662,806625,1151
77189,False,Woods Inc,133,2911879,261492,1046,61954,739402991,3575,824435,584327,9126
537639,True,"Nguyen, Mccarthy and Cooper",115,3340905,447789,5386,675314,714486131,224,315650,270440,5852
325774,True,Harmon and Sons,5,5177947,280500,1749,357615,593748633,9609,101404,367475,7988
868355,False,Rodriguez PLC,92,3050287,779683,8696,6349,733200561,1259,740049,334716,3157
57212,False,"Mann, Harvey and Gilmore",63,4772478,777633,6872,915535,721686891,6631,267578,954326,3154
693465,False,"Banks, Young and Whitney",77,2129598,294423,5043,307291,743659791,5837,592318,829896,3338
482773,False,Mullins LLC,16,6023000,342909,9909,739285,732440391,3516,528361,57139,5123
557953,True,Solomon-Mitchell,26,3153886,318425,547,690262,671665126,4748,581201,30534,8340
361372,True,Bell Group,119,9898731,22346,9360,617492,735740071,3321,477905,751846,9901
273343,True,"Schaefer, Joyce and Chavez",137,2052336,163305,5336,537010,723749041,8373,228048,998693,3765
964165,True,Oliver Group,56,2954838,548588,5743,646570,592655863,522,770481,735585,5465
928509,False,Robinson-Johnson,137,1358551,172197,9803,905253,714479466,9010,361130,594078,39
305141,True,"Anderson, Berry and Cohen",106,8084270,916541,2276,811133,714368896,5175,675810,920179,4857
799971,False,Thompson PLC,105,4131695,452038,4524,474175,716203691,4625,589844,174060,528
247173,False,Massey Group,68,9041501,166704,4072,952522,728723221,9276,334030,27808,4279
882865,True,Harding-Henson,85,8864869,452038,9199,696449,670564896,3094,343789,910498,5895
689452,True,"Johnson, Rogers and Burgess",6,3504543,301936,3546,56332,712412361,9846,451098,244929,128
89792,False,"Montes, Vasquez and Walker",7,5851919,791544,7572,917839,676023161,4728,519002,640145,9615
730273,False,"Hayden, Palmer and Davis",106,8864869,81663,400,426243,733080641,4964,528905,945627,965
499983,False,Middleton LLC,11,3331274,81663,9773,146897,662097193,3155,524240,175952,1457
703733,True,"Farrell, Wang and Fry",130,794052,975934,9283,139258,713866511,3613,976413,689756,3791
730462,True,Hayes Group,37,9275888,804426,6839,33497,736977861,9657,401705,80419,2211
605785,False,"Hanna, Jones and Lee",114,7489075,330683,9387,6386,732088546,7247,426530,217466,3934
647648,True,Park Ltd,11,8774932,672459,5197,252551,722183546,568,495912,292139,7359
451950,False,Anderson Inc,53,1912875,865828,686,305581,714368896,9739,389521,220470,1830
99506,False,Smith PLC,113,718824,781839,5482,573356,433429993,2590,799515,352158,459
66503,False,"Rivers, Allen and Page",133,1936618,611110,5123,135672,723772706,1899,772223,660966,4204
887954,False,Keith-Hanna,86,2078790,172197,655,447353,713857291,4886,88774,820883,6246
914225,True,Velasquez LLC,34,5484850,804426,180,274979,729703131,2552,749719,455259,8146
472504,False,Baker-Washington,97,6796158,927478,6624,278886,748398366,3106,585035,902538,1023
94143,True,Larson-Burnett,51,9091785,90528,723,138505,664146531,8961,576683,984146,4591
308467,True,Knight LLC,63,2732926,321483,5127,485432,714347016,6893,87888,373398,9853
593070,True,Harris Ltd,98,636614,931215,8700,173209,747640711,2882,416493,668751,8073
287232,False,Davis-Hines,20,9275868,486087,1033,853536,719270501,8758,49849,614598,5890
146618,True,"Tran, Delgado and Bennett",77,3504543,22346,8609,150427,373607318,8527,340464,695570,1901
579372,True,Foley PLC,93,9146386,382742,9421,471360,723758106,4280,485705,67604,4445
215537,False,Sampson LLC,114,8808987,808529,6404,62035,702764451,3235,78716,186151,8207
746412,True,"Mosley, Johnson and Sanders",130,5844894,232176,6288,893381,723763861,2795,286606,705953,1616
148577,False,Villanueva LLC,70,1422043,887967,5743,138354,668705231,2278,414366,15300,4129
686661,True,Schneider PLC,13,6057404,349381,7584,793773,723751986,4801,778713,553285,3440
928129,True,Rush Ltd,78,9658147,74347,2189,862580,737351206,5718,253762,736465,7469
609895,True,Morales Ltd,128,7066636,318344,402,814968,714395356,6916,793781,549569,6861
334696,False,Barber and Sons,78,2129598,950430,9583,866049,713859691,977,723746,394788,3366
202925,False,Shepherd-Alvarado,73,3646995,652879,3616,152673,713866581,8733,4901,69666,3786
104774,True,Rodriguez-Frazier,21,3240140,225504,607,423400,713902026,5936,70592,303321,8562
917985,True,Edwards Ltd,31,6248650,885629,4352,622162,742098276,9784,185933,63778,5496
791014,False,Smith Ltd,122,5678715,770401,3352,196898,732069431,7000,798019,53809,9353
257433,False,Herrera-Wood,114,8589949,741037,5606,129721,735431296,4275,133247,417123,1555
768470,True,Atkins PLC,13,68459,804426,1821,711741,714347016,7651,304022,94420,220
773437,False,Bailey LLC,88,4649860,478474,3209,990967,733123691,4766,240628,497153,9473
241949,True,Roth Inc,115,5838432,47087,1578,54678,720494486,6451,765201,495694,1060
387948,False,"Jones, Maynard and Wilson",131,8254019,226668,7949,943689,743637631,6918,146071,290244,2409
706607,False,"Ray, Frank and Flores",41,9805637,149881,6214,620392,741070556,9685,585843,793610,1331
43773,False,"Cook, Mayo and Hart",86,5249153,318425,4957,516761,707579071,850,364669,78532,1081
842473,False,Pineda-Walsh,45,6023000,149881,7439,895873,748050336,2041,676478,728449,47
93522,False,Salazar-Ray,44,1751887,47087,9666,717153,735594896,7346,888669,229866,5004
216880,False,Herrera Ltd,45,5484850,22346,8637,356602,672653876,8234,664624,148181,2581
764977,True,Gonzales-Burke,17,4776180,894958,344,869539,601151478,8752,340310,995407,8212
345185,False,Love PLC,79,3872060,647649,1138,784326,668705231,2159,16088,249602,1656
621151,False,Gonzalez Ltd,128,4186260,621109,9825,679754,597526663,4133,695370,262165,1842
794502,True,"Jones, Murphy and Ellis",99,8096034,90528,6733,63810,624192091,6740,670152,424194,7934
633018,False,Thomas PLC,104,8059389,25150,7029,403015,719142541,3351,437133,348544,7951
658179,True,Watson Inc,67,2160599,981918,3430,476381,713859561,667,761085,468734,3877
584011,True,Harvey-Sanders,43,6936272,931215,94,576212,721716026,2392,699835,563425,8746
638278,False,"Martinez, Scott and Gilbert",71,839034,142722,5556,861731,309905741,3469,767445,346858,4478
736975,True,"Perez, Wright and Barton",30,68459,336855,7613,54240,714480291,1965,888890,503631,3662
436411,True,Robbins Inc,75,8254019,342909,8592,78402,694914096,6587,275385,342182,8078
506416,True,Lowery-Glover,45,8864869,462816,5817,57464,564631173,9570,632179,432388,4401
748941,True,"Davis, Gould and Padilla",26,9886498,490040,3313,459219,741303881,5460,302703,102168,1539
385208,True,Horn-Dawson,17,5059256,287778,4355,495951,707339861,4275,274997,876698,7780
292578,False,Washington-Roberts,109,4847234,294423,9780,85481,731885101,3675,547314,386215,8888
70201,True,"Shah, Houston and Taylor",42,2969009,816246,8404,23339,737042736,4641,683968,557085,4981
272987,True,Kirby Inc,95,8059389,22346,6391,521518,733285466,7988,816870,29825,6216
988982,True,"Johnston, Norman and Chaney",129,6552267,293424,6536,166901,733596161,2921,216274,580148,7000
658085,True,White-Carpenter,43,5343852,780410,9081,580229,687521891,9116,440134,186007,1192
761474,True,Ryan-Morton,34,2685456,232176,9911,393856,723938051,4388,310439,565218,5424
318098,True,Peters and Sons,99,7775423,672459,9809,633213,723758161,3554,9554,162545,1894
73741,False,Woodard PLC,103,68459,452748,5721,627668,737351211,6862,169574,146881,1525
506991,False,"Mccarty, Howard and Russell",103,4850083,611110,5633,840727,667454256,6385,772588,410397,1560
365849,True,"Schwartz, Wright and Huerta",5,794052,410249,6163,158366,665163846,7675,7286,785548,8008
413813,False,"Smith, Ryan and Cunningham",46,7744758,343182,3374,618324,714347966,6031,198873,942731,2850
465719,True,"Ross, Ellis and May",69,9756982,431729,7997,554958,712463196,7824,130006,918737,9448
110221,True,Hill and Sons,1,2685456,95189,2795,801401,672906216,8224,240667,217867,5752
563683,True,Perry Ltd,64,1751887,474249,8490,306095,640468203,9623,393498,570727,5532
209872,True,Thomas-Martinez,110,1774852,652879,9535,924837,747483716,9254,767508,613655,7983
892617,True,"Klein, Weber and Lawrence",1,7912414,256413,2567,752904,729792511,3595,324417,735495,5725
361794,False,"Moore, Thomas and Davies",2,2751318,647649,1373,237865,733270726,4939,312825,348779,1580
144249,True,Torres-Green,106,3747849,770401,2666,784326,744148701,7492,130993,230564,4331
518640,False,Manning LLC,131,8163004,209067,1654,694986,719186166,4326,474704,823721,5490
443781,False,Lin-Fox,86,7082149,73963,9329,632165,720494521,6741,411159,675276,4779
542351,False,Campos-Lindsey,134,2498617,569583,9797,464865,714015396,7460,640734,86643,5235
187699,False,Fletcher-Wright,10,9086730,327807,3393,274493,613100953,2668,828340,669656,8839
379577,True,"Lewis, Huff and Smith",45,2954838,336855,163,616369,735738571,4233,549638,662986,4826
376355,True,Berger-Hicks,48,7066636,491866,5524,29694,747397271,9134,409086,115468,3353
926305,False,Moore-Herring,130,7378161,261492,1495,749550,743648826,3550,722632,869476,7818
828558,True,Harvey Ltd,31,5547395,80516,9003,800108,562998443,9929,950410,695808,6206
741689,False,"Wheeler, Curtis and Johnson",84,2406542,620192,425,365057,732108076,60,679000,910231,9100
155364,False,Suarez-Vega,118,3233668,220166,8833,583980,651173218,2086,444665,700627,8344
561909,True,Davis-Perez,24,3747849,417287,4172,468947,506236011,3410,680597,608672,8687
220972,False,"Lee, Wilson and Herman",35,9658903,497517,1583,599615,740282241,4590,417681,924658,5166
52830,True,"Phillips, Walters and Lane",105,9275868,508649,1328,775863,713878716,5169,444686,849494,4533
344006,False,Torres-Thomas,27,403406,474825,5560,143982,714522371,3049,445641,98255,2993
777323,False,"Douglas, Reed and Mendoza",28,9041501,699522,2798,777475,687522641,4394,752509,916194,5114
82802,True,Vincent and Sons,55,179260,638766,8146,716887,433430008,9989,266951,192273,1584
133882,False,Guerra-Carpenter,102,2406542,689132,3358,328385,723745916,2832,203130,55846,4835
878482,True,Harvey-Morrow,76,4284621,601298,8496,481482,649461423,2446,318090,934552,931
771354,False,Williams-Adams,38,3132131,358294,9633,947928,668631506,8477,622435,312199,8777
566169,False,"Thomas, Powers and Williams",35,7578115,497947,3147,579669,744583836,8343,486419,334219,891
779738,True,"Robinson, Roberts and Thompson",106,3240140,950288,4523,662579,714532221,8134,762460,836424,1428
612257,True,Boyd Ltd,113,8774932,951435,3148,294148,718705466,1137,852608,137633,3876
96576,False,Reeves Group,55,9041501,301936,2323,542715,733250506,825,144528,291498,7943
943065,True,Cabrera-Baxter,19,8556751,284304,30,66456,741044951,1894,381067,963937,2064
892045,False,"Castro, Taylor and Miller",104,3600731,791544,5757,491881,712974071,337,9698,558016,5721
727945,False,Holland and Sons,116,1343440,885629,466,279756,722059106,7789,643900,373875,1749
982286,False,Novak-Roach,17,1751887,940013,7207,691359,729788871,452,566349,196279,6692
633712,False,"Roy, Vasquez and Santana",51,1107987,226668,9374,251472,736387981,6106,251841,665571,4283
909623,True,Bryant Ltd,20,6126862,766069,4079,186793,740772631,778,609493,308792,2808
60998,False,Mejia PLC,131,2498617,787734,4058,5911,743648826,6205,384204,655949,6058
201504,False,Pierce-Mclean,110,568780,567217,7263,184327,714866231,9626,736792,87304,4393
152881,False,"Brown, Hunter and Williams",135,3354216,620192,4979,647383,743071876,5017,41855,981235,9394
664114,True,Wright-Moore,108,3153886,144385,3005,677291,723751836,9213,335613,86141,9937
