payment_id,booking_id,amount,payment_date
885131,6421,2908.83,2022-12-01
538324,368464,9657.83,2023-07-11
759940,670671,9704.21,2023-02-25
229668,783441,8484.42,2023-05-01
897759,880790,868.33,2023-01-29
800288,1468,6352.66,2022-08-12
343192,719314,2255.40,2023-04-23
136641,368437,7023.86,2023-04-27
628016,567097,8206.59,2023-01-30
276280,350014,1132.62,2023-06-29
867421,81289,6875.77,2023-07-24
114502,360042,9675.55,2022-09-19
758188,991404,7125.90,2023-03-13
867430,148220,3868.52,2022-12-25
502879,313448,3124.46,2023-03-25
660382,488665,4089.78,2023-06-21
285821,984403,1380.46,2022-08-18
346936,274726,8588.68,2023-02-26
61994,146242,5674.62,2022-12-31
37596,189282,3964.69,2023-04-05
212597,297573,3719.32,2023-02-12
270191,81289,8762.30,2023-07-24
434440,555077,4784.68,2023-02-19
253607,966342,6428.68,2023-03-04
3790,639599,4178.44,2022-10-21
300597,120610,3486.71,2023-05-10
75190,766657,5128.36,2023-07-16
414143,988177,4472.45,2022-10-01
939139,31933,8376.31,2022-11-23
726979,592282,5862.75,2023-05-13
221492,379318,5600.51,2022-10-19
460494,193378,4876.87,2023-01-21
589226,461005,7853.34,2023-03-12
491687,413748,5807.89,2022-11-14
702959,360456,2129.11,2022-12-03
555807,725827,4488.18,2023-03-24
971574,247278,3607.04,2022-10-07
207543,125317,3959.48,2023-03-07
479093,779849,9235.97,2022-12-17
614822,472328,4098.96,2023-07-30
768432,27991,3153.20,2022-09-01
757602,325237,9068.16,2022-10-25
910954,939095,4021.83,2023-05-08
650085,273985,517.07,2022-10-08
486195,692985,7950.14,2023-01-05
267387,911952,489.41,2022-09-01
339906,367215,4323.11,2023-06-11
962912,517930,9216.46,2022-08-12
353765,916991,508.69,2023-03-06
401906,114823,3071.57,2023-03-08
438732,217014,6496.82,2023-04-13
359204,168413,7128.75,2022-10-30
863963,426764,8703.19,2023-02-15
950843,760260,9854.82,2023-02-07
680907,781876,1314.38,2022-11-28
748559,89223,1972.05,2023-02-28
760897,144140,8723.63,2023-02-24
165222,701119,6848.83,2023-03-02
240981,863019,7165.37,2023-04-15
732977,486473,3200.66,2022-08-19
417377,294287,9405.76,2023-03-27
552893,763977,7117.47,2023-06-28
206722,821118,8158.36,2022-12-21
873235,501229,2177.51,2023-02-09
64481,986981,7749.95,2023-06-03
344179,195419,9295.81,2022-12-01
27315,400845,6115.85,2023-01-26
36350,707064,457.28,2022-12-30
162058,387033,4848.37,2023-01-23
799883,403322,9687.42,2023-06-18
990892,448572,9484.76,2022-09-25
506295,125392,276.92,2022-08-05
137140,946939,5085.89,2023-06-24
974182,761489,3238.88,2023-03-31
620751,879264,5190.26,2022-11-26
587066,879624,573.70,2023-04-13
563980,685121,5248.85,2022-09-26
851178,659557,3717.09,2022-10-14
79722,407122,8406.27,2022-08-10
363548,621151,4444.19,2023-04-25
248182,250507,6959.03,2023-01-05
705488,623953,6551.85,2023-01-19
838030,632391,7419.14,2023-06-28
221577,274726,2207.94,2023-05-30
616256,145694,4567.38,2023-06-17
144563,418556,1518.92,2023-06-17
21439,266382,6859.37,2022-08-06
556987,205632,2512.62,2022-10-19
230862,684497,2648.92,2022-10-06
159274,385009,9721.14,2022-10-28
966364,525556,2212.88,2023-07-19
602810,810168,7434.11,2023-07-18
177082,495829,240.76,2022-11-09
986273,68078,8877.69,2022-10-23
766844,14764,7722.84,2023-01-17
996319,928471,3596.68,2022-11-10
614493,266812,6753.42,2023-01-25
44646,431992,5898.96,2022-08-23
664718,890144,6434.85,2022-12-02
240080,200815,1386.93,2023-01-07
45537,435186,563.49,2023-04-30
539098,71156,8299.61,2023-07-20
309120,266812,3334.93,2022-12-26
975864,128686,7889.26,2022-10-24
868126,3249,2764.08,2023-01-18
967142,417443,8493.56,2023-02-18
333481,712374,1838.65,2023-03-17
984898,326308,7504.17,2023-06-07
874515,209392,702.23,2022-11-06
267995,56405,4303.44,2023-01-20
805835,431538,8413.53,2022-12-16
754106,256319,4654.43,2022-11-29
351793,928329,6741.26,2023-06-27
719869,801620,3714.11,2023-02-09
678252,258197,7665.35,2022-08-20
274253,530294,1230.05,2023-02-25
183755,622959,5940.45,2022-09-27
182172,282722,8584.82,2022-08-08
745090,608355,6324.47,2023-08-01
400252,734391,6895.49,2023-04-08
311325,632391,996.95,2023-04-27
207421,804926,5207.11,2022-08-22
96473,190333,2820.87,2023-01-28
800593,754049,313.10,2023-01-18
288119,998730,9473.40,2022-12-20
868696,422239,3038.26,2023-06-23
342586,168413,6642.98,2023-06-16
852460,66406,7910.02,2023-03-18
675163,387948,4154.24,2023-05-18
84356,482323,969.92,2022-11-19
578237,77189,8419.67,2023-01-23
549247,494952,4392.57,2022-11-10
56812,11564,2965.13,2023-07-03
850547,408331,5181.83,2023-05-21
864725,497634,8874.65,2023-02-11
434979,72705,5298.81,2023-04-19
829594,245045,2338.19,2023-06-27
551303,618599,1125.87,2023-03-15
798783,501241,5151.81,2023-06-08
198838,248185,6102.79,2023-03-28
588120,800509,152.45,2023-06-23
362426,382081,8240.47,2023-04-24
113570,14704,4407.10,2022-11-23
125449,969331,662.52,2022-09-15
896450,814936,5363.28,2023-04-14
334883,778322,9819.43,2023-04-15
864125,546859,3457.55,2022-11-25
698847,9855,6503.30,2022-11-03
647121,270997,3982.34,2023-03-21
467282,861811,1219.46,2022-08-16
231088,659648,7038.79,2022-08-30
93456,679028,2196.51,2022-11-08
816083,787720,2823.29,2022-11-21
538505,342667,8704.77,2022-10-06
436771,595974,2381.54,2023-03-16
871941,970925,3231.05,2022-12-03
26447,775088,227.82,2023-07-18
946756,347095,8401.91,2022-08-29
657332,989825,4663.91,2023-03-04
244490,187699,7700.41,2022-10-09
487428,378124,7678.43,2023-04-12
839674,385009,4726.15,2022-11-02
222224,23369,7234.85,2022-11-29
935871,349794,5674.30,2023-06-24
240064,188224,336.27,2023-05-23
343133,944129,2676.75,2023-01-20
587705,20016,551.89,2023-03-15
927937,487479,2200.82,2023-07-17
616457,346854,9302.84,2022-10-24
754288,640018,1816.56,2023-01-26
713676,640505,6547.40,2023-04-03
405670,917930,9623.32,2023-06-24
832708,149625,760.76,2023-01-11
65654,972376,7987.86,2022-11-28
499014,84447,5823.84,2023-01-19
305554,752988,4174.84,2022-12-10
444413,63322,4291.90,2022-09-21
912870,144562,5857.14,2022-09-10
804598,946939,5034.34,2022-11-12
609222,54138,3273.87,2023-06-11
1592,530925,7152.38,2023-05-24
791501,836943,3680.64,2022-10-27
899611,427283,24.79,2023-04-01
771700,150906,648.14,2023-05-20
307949,610598,1700.74,2023-07-17
270391,584011,1202.37,2022-08-06
898053,190422,352.91,2023-06-05
756178,276006,6200.28,2023-06-26
403606,731097,4303.61,2023-01-23
314409,836943,8682.88,2023-01-30
762783,752988,1091.64,2022-09-14
805131,140382,6753.78,2023-07-17
90095,865920,8737.00,2022-08-05
873187,598432,1060.90,2022-09-11
372506,96309,5535.76,2022-09-21
686293,712374,3698.95,2023-07-10
696883,5613,8768.24,2022-10-17
335995,54616,4482.06,2022-09-05
775015,421333,7491.57,2023-05-11
727394,689452,4956.68,2023-05-07
449333,651094,9791.65,2022-09-22
47771,836976,2270.12,2023-07-23
104771,323891,5776.79,2023-07-01
572108,672871,8462.85,2023-05-14
152485,648462,8643.34,2023-06-18
343254,85487,5194.71,2022-12-17
398886,840917,273.34,2022-10-07
849336,363379,3757.70,2023-04-28
9692,441844,3965.49,2023-01-19
352628,822198,5340.91,2023-01-17
893387,709128,3985.28,2023-08-04
392122,877400,3381.50,2023-03-04
341443,388500,8032.64,2023-07-26
335333,673211,5346.73,2022-11-25
253915,71101,3198.46,2023-05-06
961940,102478,7297.13,2022-12-16
963703,488287,8893.39,2023-04-03
73125,715970,5593.94,2023-08-04
750453,486963,424.67,2023-05-18
206193,50259,4648.67,2023-02-05
33238,615119,3776.32,2023-05-14
925231,715970,3591.14,2022-11-10
976956,661518,2626.19,2023-06-22
525247,917687,3707.22,2023-03-04
157508,999812,4571.03,2023-07-11
797415,855291,8457.88,2023-05-14
977885,670671,3236.55,2023-01-27
400807,511116,7950.36,2023-05-09
963109,674864,1484.18,2023-06-01
144225,26079,7462.68,2023-05-30
986118,441898,896.01,2022-08-24
30720,489725,4717.78,2023-04-19
600029,441299,717.34,2023-05-21
602015,241949,7118.77,2022-10-18
899640,750651,6683.07,2022-08-30
596743,188905,2603.53,2023-03-11
128609,102287,9505.09,2023-05-03
917153,482018,9547.77,2023-04-04
948033,101525,5512.07,2022-12-24
194738,546859,8987.84,2023-06-06
349965,810110,1910.98,2022-10-15
464219,750588,394.38,2022-09-29
295162,410683,833.88,2023-07-03
308090,565275,9397.71,2023-04-30
2731,769223,8191.47,2023-02-05
117741,440460,4813.53,2022-10-17
502576,97063,3978.30,2022-11-23
165090,748828,2880.81,2023-05-23
64207,139908,6897.19,2023-07-07
30891,487479,3095.30,2023-01-24
805845,949495,5149.49,2022-12-08
765282,670063,6964.52,2023-03-22
536395,240368,9044.52,2023-06-21
780537,516651,3126.49,2023-02-13
76151,178956,6904.15,2023-03-29
736783,256319,2236.61,2022-08-11
701371,998955,5255.17,2023-01-30
324764,204391,5411.95,2023-02-02
824399,5128,6973.09,2022-09-28
598023,685121,7286.13,2022-09-10
429216,720562,7943.30,2023-07-29
836553,387711,924.13,2023-08-02
414349,423860,9498.92,2023-04-23
935018,835561,3756.73,2023-06-07
113638,400845,3364.45,2022-08-25
696544,919952,8707.24,2023-04-27
432899,541333,3114.10,2023-04-15
162166,318519,6184.41,2023-07-19
754148,498482,3845.03,2023-07-31
571224,487542,6393.25,2023-07-27
435107,159538,2702.29,2022-08-24
347607,255230,2275.69,2023-07-24
212900,364503,7043.37,2022-10-06
192247,961903,4365.73,2023-05-11
615713,47353,3994.07,2023-05-03
975931,347114,9210.27,2023-05-24
904474,177300,3094.95,2023-07-17
880240,511794,8986.07,2022-12-21
195468,460542,4662.52,2023-01-17
119645,238414,2951.23,2022-08-25
965519,766771,4094.89,2022-09-30
503738,459422,6594.70,2023-01-22
368095,811552,7155.24,2023-03-18
416552,530877,4761.61,2023-03-08
741154,84625,9524.80,2023-01-17
579078,197362,4367.11,2023-07-14
655833,191175,5590.90,2022-09-04
401577,382081,8802.49,2023-01-19
560285,563375,8208.78,2023-07-25
755871,146237,425.87,2023-03-13
431648,60233,1945.24,2023-04-05
184923,273343,1054.06,2022-08-19
965000,927198,9223.72,2022-12-13
31479,755565,1880.95,2023-05-08
904813,629266,8581.62,2022-10-14
48996,440460,2198.71,2023-01-13
455125,861787,2376.81,2022-08-27
981601,490455,1659.01,2022-09-07
859092,831757,3919.38,2022-08-18
745075,873682,4991.32,2023-02-17
374868,347095,611.45,2023-01-22
419725,584011,132.61,2023-03-14
285918,843675,2536.68,2023-06-15
855685,318210,329.02,2023-01-15
112546,660960,9639.90,2022-11-13
47805,529108,6540.09,2022-12-03
727220,279701,6249.73,2022-08-07
833142,913061,2141.70,2022-09-26
609445,755557,4323.43,2022-09-18
716720,185405,6025.01,2023-02-25
782405,927638,307.47,2022-12-31
176845,78112,5131.53,2023-06-07
544482,311364,9390.51,2023-04-13
966272,7330,4084.39,2023-07-11
160032,553503,3220.73,2022-09-06
641663,719216,6207.33,2022-08-27
926056,750300,2005.88,2023-03-27
493720,781981,5456.70,2023-02-09
219934,612257,6699.84,2022-11-14
830914,62777,5092.73,2022-08-10
853337,573343,4421.56,2023-06-07
870602,498912,9900.28,2022-09-17
169546,530294,679.73,2022-12-01
737162,168908,1209.87,2023-02-04
618965,812158,6884.16,2023-05-29
588245,861386,1306.00,2023-01-11
728538,774184,7675.17,2023-05-29
507714,970925,9273.44,2022-08-24
101479,748726,8231.80,2022-12-22
586601,964165,16.24,2022-12-31
536289,110482,5860.08,2022-12-12
897813,570198,2204.50,2023-06-25
258504,401370,6352.32,2022-10-01
66266,255230,1403.53,2022-09-04
194257,482323,8314.04,2022-12-20
65641,801620,7403.77,2023-05-30
900144,500050,4238.23,2023-01-18
135220,626057,9640.37,2023-05-02
101802,71156,2502.52,2022-08-13
267719,129396,5581.86,2022-12-05
820092,949271,8485.39,2022-11-11
146693,42407,2865.79,2022-11-10
820826,813250,2550.46,2023-02-09
805827,894080,6589.38,2023-07-03
430470,845826,7552.61,2022-10-07
509851,318519,3767.11,2023-01-13
547027,520555,1212.42,2022-11-10
634832,844018,7399.58,2023-05-02
406835,128842,167.13,2023-06-14
999693,44188,12.56,2022-12-29
561138,500103,1419.04,2023-03-01
900178,360874,6305.64,2023-02-13
61560,599301,6221.90,2022-11-24
187752,528344,3339.71,2022-12-27
225611,621540,5946.87,2022-11-04
281627,356715,8160.77,2023-04-24
53405,297573,2875.35,2023-07-01
718690,995496,1233.61,2023-04-10
52874,610598,4697.83,2022-11-01
238003,720567,5165.86,2022-10-23
78298,894080,8711.10,2023-05-31
214351,981195,839.80,2023-04-17
743190,895228,7653.26,2022-11-16
571729,25460,4552.54,2023-04-14
499405,765776,3676.97,2023-03-24
967547,406877,4034.08,2023-04-08
93335,112716,2466.69,2023-05-11
496640,266263,578.54,2022-12-18
52377,255617,1254.55,2023-01-05
81123,436596,112.12,2023-02-20
834216,897917,303.75,2022-08-31
357594,537115,9819.43,2022-10-22
674173,56245,5206.41,2023-02-10
373704,943065,540.48,2023-04-22
897438,432281,6147.17,2023-02-06
396460,810110,2788.42,2022-11-06
669067,556067,2203.44,2023-02-01
751347,71101,7302.90,2023-02-15
658172,551741,3987.86,2023-01-11
703853,879327,4519.16,2022-08-13
9339,501241,8793.96,2022-12-13
920797,620489,48.75,2022-11-02
432467,97063,9409.69,2023-03-29
845423,108106,8655.06,2023-04-04
629431,980989,4131.81,2023-01-17
73751,698490,8370.89,2023-01-14
604174,379947,6582.30,2023-06-06
918911,999825,1557.91,2023-04-06
980999,191175,1545.82,2023-06-16
802264,356155,2841.27,2023-02-09
7172,719216,8786.23,2023-04-28
633282,248311,6600.90,2023-06-14
134227,247278,6648.18,2022-09-11
980228,856927,7499.54,2023-03-25
671767,274636,2734.91,2022-10-05
849389,678337,8044.08,2022-11-25
70026,959868,3914.54,2023-05-11
370646,183503,6329.80,2023-05-03
797383,461656,104.98,2023-04-10
926114,717442,9497.25,2023-01-13
732703,620489,2523.58,2023-07-15
435035,440460,5673.63,2022-09-19
96041,820180,8459.86,2022-12-05
836386,848368,3884.12,2023-04-11
382595,26756,4485.18,2023-07-22
424211,458928,1070.79,2023-01-07
1625,706607,2833.69,2022-09-06
880233,121448,520.10,2023-07-09
887812,265325,1456.96,2022-11-27
104437,590334,7691.91,2023-01-21
149597,362162,9957.76,2022-10-17
328667,401124,3761.32,2022-11-05
547769,220218,8574.65,2022-10-05
158876,906491,8825.42,2022-09-27
398198,701854,1372.19,2023-01-15
490112,140933,46.71,2022-12-29
278778,438992,3915.24,2023-06-27
651394,97719,9889.86,2023-05-09
843508,856057,1359.35,2023-02-24
743456,703351,7197.27,2022-10-15
287590,284973,2435.84,2023-03-31
938904,709128,412.14,2023-07-07
50220,800654,2067.97,2023-03-22
147943,881653,4055.87,2022-08-18
753481,199713,5109.74,2023-07-22
499298,857758,4597.11,2022-08-30
287037,415692,9638.41,2022-09-04
236112,397418,3155.09,2022-10-27
909381,984686,5160.78,2023-02-16
195566,848753,4511.13,2023-02-10
298840,467443,1599.94,2023-01-25
388230,225544,5075.08,2022-08-09
11138,62512,7028.32,2022-11-25
710090,314734,9219.13,2023-05-05
850580,125317,1033.13,2022-10-26
464471,913860,2730.74,2022-09-08
471716,699906,3336.21,2023-02-11
256018,691905,4568.73,2023-07-15
676745,938113,8553.99,2023-06-15
521623,751486,1745.47,2022-12-31
944848,980886,8608.47,2023-04-13
437394,463899,2334.73,2023-05-03
417621,622466,5386.55,2023-01-21
589957,224956,3119.05,2023-02-09
494756,708468,2929.86,2023-06-20
554284,527917,5445.54,2023-04-23
738371,125884,5827.87,2023-05-07
893482,344520,8499.13,2023-02-10
672279,753617,1036.77,2022-11-08
228728,567313,8478.54,2023-06-23
845318,500050,2543.79,2022-08-15
587504,992369,6280.49,2023-04-03
679732,777952,2090.37,2023-03-31
271542,856927,6862.58,2023-06-16
21271,548779,1313.69,2022-08-24
553968,166291,3446.52,2023-02-02
156679,113563,2225.51,2023-04-26
629417,301330,5640.53,2022-10-01
503539,847458,3244.70,2023-07-01
311700,791710,3757.93,2023-05-29
539061,951159,949.42,2022-12-05
987252,570198,3036.00,2022-08-20
471941,179509,8105.98,2023-07-22
49687,781834,6804.32,2023-07-11
409693,818212,7656.98,2023-07-28
340002,96914,4561.10,2022-09-14
475882,248845,5780.74,2023-07-14
836439,761474,5963.96,2022-10-13
108658,377481,3716.49,2023-07-05
156024,853582,171.92,2023-01-06
871991,623953,7459.19,2022-11-16
948898,253392,5954.92,2022-12-11
528331,510057,3690.31,2022-10-24
255756,879327,6183.07,2023-03-29
895383,705298,9766.07,2022-12-14
516341,595247,3479.54,2023-03-28
402892,617653,8646.43,2022-11-04
644336,510568,5765.43,2023-04-18
491365,793831,3700.83,2022-09-01
498030,19312,9954.78,2023-02-08
766106,550189,4589.97,2023-02-28
697947,994657,7605.56,2023-05-30
62034,745268,842.84,2022-09-20
339723,743905,4260.15,2022-09-02
309411,584996,6734.71,2023-02-18
269609,14573,1910.73,2022-12-11
658536,641805,1279.23,2022-12-13
