reservation_id,user_id,car_id,supplier_id,city,rental_length,start_date,start_time,return_date,return_time,deposit_price,drive_away_price,price,currency,rundate
266954,74,712343161,33,London,2,2023/7/25,10:00,2023/7/27,10:00,114.68,114.68,114.68,GBP,2023/7/23 5:05
757279,108,712412361,34,London,2,2023/7/25,10:00,2023/7/27,10:00,104.43,104.43,104.43,GBP,2023/7/23 5:05
702421,137,712381201,35,London,2,2023/7/25,10:00,2023/7/27,10:00,206.77,206.77,206.77,GBP,2023/7/23 5:05
502782,119,668705231,36,London,2,2023/7/25,10:00,2023/7/27,10:00,164.97,164.97,164.97,GBP,2023/7/23 5:05
369446,6,710807096,37,London,2,2023/7/25,10:00,2023/7/27,10:00,164.97,164.97,164.97,GBP,2023/7/23 5:05
235325,5,713358351,38,London,2,2023/7/25,10:00,2023/7/27,10:00,237.59,237.59,237.59,GBP,2023/7/23 5:05
738277,11,700948158,39,London,2,2023/7/25,10:00,2023/7/27,10:00,93.96,111.81,93.96,GBP,2023/7/23 5:05
85444,84,740451651,40,London,2,2023/7/25,10:00,2023/7/27,10:00,153.07,153.07,153.07,GBP,2023/7/23 5:05
942990,78,732373806,41,London,2,2023/7/25,10:00,2023/7/27,10:00,109.58,109.58,109.58,GBP,2023/7/23 5:05
69504,64,627374093,42,London,2,2023/7/25,10:00,2023/7/27,10:00,125.37,125.37,125.37,GBP,2023/7/23 5:05
152749,47,668690291,43,London,2,2023/7/25,10:00,2023/7/27,10:00,125.37,125.37,125.37,GBP,2023/7/23 5:05
337815,74,723949466,44,London,2,2023/7/25,10:00,2023/7/27,10:00,326.96,326.96,326.96,GBP,2023/7/23 5:05
235284,79,723939191,45,London,2,2023/7/25,10:00,2023/7/27,10:00,143.98,143.98,143.98,GBP,2023/7/23 5:05
173649,38,728723251,46,London,2,2023/7/25,10:00,2023/7/27,10:00,915,915,915,GBP,2023/7/23 5:05
786035,58,691529356,47,London,2,2023/7/25,10:00,2023/7/27,10:00,129.02,129.02,129.02,GBP,2023/7/23 5:05
688717,97,627374038,48,London,2,2023/7/25,10:00,2023/7/27,10:00,145.17,145.17,145.17,GBP,2023/7/23 5:05
274979,102,668687866,49,London,2,2023/7/25,10:00,2023/7/27,10:00,145.17,145.17,145.17,GBP,2023/7/23 5:05
404979,9,627374058,50,London,2,2023/7/25,10:00,2023/7/27,10:00,374.24,374.24,374.24,GBP,2023/7/23 5:05
760184,6,671144766,51,London,2,2023/7/25,10:00,2023/7/27,10:00,374.24,374.24,374.24,GBP,2023/7/23 5:05
919654,13,712423811,52,London,2,2023/7/25,10:00,2023/7/27,10:00,564.63,564.63,564.63,GBP,2023/7/23 5:05
728278,55,723941471,53,London,2,2023/7/25,10:00,2023/7/27,10:00,122.98,122.98,122.98,GBP,2023/7/23 5:05
421356,16,723939951,54,London,2,2023/7/25,10:00,2023/7/27,10:00,131.98,131.98,131.98,GBP,2023/7/23 5:05
265231,18,723937671,55,London,2,2023/7/25,10:00,2023/7/27,10:00,133.99,133.99,133.99,GBP,2023/7/23 5:05
961540,65,691529446,56,London,2,2023/7/25,10:00,2023/7/27,10:00,196.11,196.11,196.11,GBP,2023/7/23 5:05
208095,93,738541856,57,London,2,2023/7/25,10:00,2023/7/27,10:00,217.12,217.12,217.12,GBP,2023/7/23 5:05
345722,75,739428971,58,London,2,2023/7/25,10:00,2023/7/27,10:00,217.12,217.12,217.12,GBP,2023/7/23 5:05
81874,103,691529341,59,London,2,2023/7/25,10:00,2023/7/27,10:00,135.54,135.54,135.54,GBP,2023/7/23 5:05
590740,118,728007666,60,London,2,2023/7/25,10:00,2023/7/27,10:00,582.1,582.1,582.1,GBP,2023/7/23 5:05
147746,36,738593606,61,London,2,2023/7/25,10:00,2023/7/27,10:00,261.35,261.35,261.35,GBP,2023/7/23 5:05
115522,9,691529541,62,London,2,2023/7/25,10:00,2023/7/27,10:00,156.09,156.09,156.09,GBP,2023/7/23 5:05
175233,56,723947946,63,London,2,2023/7/25,10:00,2023/7/27,10:00,366.98,366.98,366.98,GBP,2023/7/23 5:05
505567,127,743084806,64,London,2,2023/7/25,10:00,2023/7/27,10:00,184.78,184.78,184.78,GBP,2023/7/23 5:05
2826,15,691529371,65,London,2,2023/7/25,10:00,2023/7/27,10:00,134.19,134.19,134.19,GBP,2023/7/23 5:05
638337,81,728723221,66,London,2,2023/7/25,10:00,2023/7/27,10:00,133.75,133.75,133.75,GBP,2023/7/23 5:05
55821,98,745204666,67,London,2,2023/7/25,10:00,2023/7/27,10:00,134.38,134.38,134.38,GBP,2023/7/23 5:05
332044,64,723938431,68,London,2,2023/7/25,10:00,2023/7/27,10:00,124.99,124.99,124.99,GBP,2023/7/23 5:05
186793,116,741205406,69,London,2,2023/7/25,10:00,2023/7/27,10:00,231.42,231.42,231.42,GBP,2023/7/23 5:05
47183,114,738527336,70,London,2,2023/7/25,10:00,2023/7/27,10:00,227.49,227.49,227.49,GBP,2023/7/23 5:05
888210,17,712339161,71,London,2,2023/7/25,10:00,2023/7/27,10:00,148.11,148.11,148.11,GBP,2023/7/23 5:05
390676,117,739463806,72,London,2,2023/7/25,10:00,2023/7/27,10:00,249.48,249.48,249.48,GBP,2023/7/23 5:05
214849,110,723949086,73,London,2,2023/7/25,10:00,2023/7/27,10:00,254.98,254.98,254.98,GBP,2023/7/23 5:05
282566,45,732371316,74,London,2,2023/7/25,10:00,2023/7/27,10:00,160.67,160.67,160.67,GBP,2023/7/23 5:05
993855,61,712354991,75,London,2,2023/7/25,10:00,2023/7/27,10:00,152.75,152.75,152.75,GBP,2023/7/23 5:05
476281,80,742557831,76,London,2,2023/7/25,10:00,2023/7/27,10:00,250,250,250,GBP,2023/7/23 5:05
432593,123,723950986,77,London,2,2023/7/25,10:00,2023/7/27,10:00,206.96,206.96,206.96,GBP,2023/7/23 5:05
898794,103,747757236,78,London,2,2023/7/25,10:00,2023/7/27,10:00,324.96,324.96,324.96,GBP,2023/7/23 5:05
875078,72,723952886,79,London,2,2023/7/25,10:00,2023/7/27,10:00,402.96,402.96,402.96,GBP,2023/7/23 5:05
928556,78,712393031,80,London,2,2023/7/25,10:00,2023/7/27,10:00,577.48,577.48,577.48,GBP,2023/7/23 5:05
151319,84,728723206,81,London,2,2023/7/25,10:00,2023/7/27,10:00,133.12,133.12,133.12,GBP,2023/7/23 5:05
68523,11,713251051,82,London,2,2023/7/25,10:00,2023/7/27,10:00,158.15,158.15,158.15,GBP,2023/7/23 5:05
29632,23,728723211,83,London,2,2023/7/25,10:00,2023/7/27,10:00,132.5,132.5,132.5,GBP,2023/7/23 5:05
337339,104,723944906,84,London,2,2023/7/25,10:00,2023/7/27,10:00,191.96,191.96,191.96,GBP,2023/7/23 5:05
549579,14,723942626,85,London,2,2023/7/25,10:00,2023/7/27,10:00,278.98,278.98,278.98,GBP,2023/7/23 5:05
607538,128,732064366,86,London,2,2023/7/25,10:00,2023/7/27,10:00,150.21,150.21,150.21,GBP,2023/7/23 5:05
614479,136,723944146,87,London,2,2023/7/25,10:00,2023/7/27,10:00,160.99,160.99,160.99,GBP,2023/7/23 5:05
328798,42,728120601,88,London,2,2023/7/25,10:00,2023/7/27,10:00,595.33,595.33,595.33,GBP,2023/7/23 5:05
585712,62,723945666,89,London,2,2023/7/25,10:00,2023/7/27,10:00,152.96,152.96,152.96,GBP,2023/7/23 5:05
580981,54,723944526,90,London,2,2023/7/25,10:00,2023/7/27,10:00,230.99,230.99,230.99,GBP,2023/7/23 5:05
123213,41,732370086,91,London,2,2023/7/25,10:00,2023/7/27,10:00,163.94,163.94,163.94,GBP,2023/7/23 5:05
951216,126,728057206,92,London,2,2023/7/25,10:00,2023/7/27,10:00,155,155,155,GBP,2023/7/23 5:05
967039,18,713207411,93,London,2,2023/7/25,10:00,2023/7/27,10:00,164.58,164.58,164.58,GBP,2023/7/23 5:05
970795,126,738512816,94,London,2,2023/7/25,10:00,2023/7/27,10:00,171.44,171.44,171.44,GBP,2023/7/23 5:05
371841,93,713196471,95,London,2,2023/7/25,10:00,2023/7/27,10:00,197.25,197.25,197.25,GBP,2023/7/23 5:05
491933,109,742557811,96,London,2,2023/7/25,10:00,2023/7/27,10:00,197.5,197.5,197.5,GBP,2023/7/23 5:05
840004,75,738611426,97,London,2,2023/7/25,10:00,2023/7/27,10:00,216.97,216.97,216.97,GBP,2023/7/23 5:05
682435,113,723938811,98,London,2,2023/7/25,10:00,2023/7/27,10:00,189.97,189.97,189.97,GBP,2023/7/23 5:05
948702,61,723943766,99,London,2,2023/7/25,10:00,2023/7/27,10:00,193.99,193.99,193.99,GBP,2023/7/23 5:05
364343,90,723950606,100,London,2,2023/7/25,10:00,2023/7/27,10:00,190.98,190.98,190.98,GBP,2023/7/23 5:05
718264,113,742557816,101,London,2,2023/7/25,10:00,2023/7/27,10:00,182.5,182.5,182.5,GBP,2023/7/23 5:05
617472,18,723950226,102,London,2,2023/7/25,10:00,2023/7/27,10:00,219.98,219.98,219.98,GBP,2023/7/23 5:05
500419,42,713315721,103,London,2,2023/7/25,10:00,2023/7/27,10:00,193.28,193.28,193.28,GBP,2023/7/23 5:05
452543,78,713244621,104,London,2,2023/7/25,10:00,2023/7/27,10:00,187.36,187.36,187.36,GBP,2023/7/23 5:05
306834,46,723941866,105,London,2,2023/7/25,10:00,2023/7/27,10:00,234.97,234.97,234.97,GBP,2023/7/23 5:05
562953,40,742557806,106,London,2,2023/7/25,10:00,2023/7/27,10:00,240,240,240,GBP,2023/7/23 5:05
768291,32,627374008,107,London,2,2023/7/25,10:00,2023/7/27,10:00,231.42,231.42,231.42,GBP,2023/7/23 5:05
495951,45,723939571,108,London,2,2023/7/25,10:00,2023/7/27,10:00,173.96,173.96,173.96,GBP,2023/7/23 5:05
434682,118,723937291,109,London,2,2023/7/25,10:00,2023/7/27,10:00,177.96,177.96,177.96,GBP,2023/7/23 5:05
880689,119,723938051,110,London,2,2023/7/25,10:00,2023/7/27,10:00,165.98,165.98,165.98,GBP,2023/7/23 5:05
693255,4,723945286,111,London,2,2023/7/25,10:00,2023/7/27,10:00,184.98,184.98,184.98,GBP,2023/7/23 5:05
484803,66,745204711,112,London,2,2023/7/25,10:00,2023/7/27,10:00,211.25,211.25,211.25,GBP,2023/7/23 5:05
284730,121,730415966,113,London,2,2023/7/25,10:00,2023/7/27,10:00,356.4,356.4,356.4,GBP,2023/7/23 5:05
58249,18,730409136,114,London,2,2023/7/25,10:00,2023/7/27,10:00,356.4,356.4,356.4,GBP,2023/7/23 5:05
589783,11,712323801,115,London,2,2023/7/25,10:00,2023/7/27,10:00,513.3,513.3,513.3,GBP,2023/7/23 5:05
890765,8,713214051,116,London,2,2023/7/25,10:00,2023/7/27,10:00,529.18,529.18,529.18,GBP,2023/7/23 5:05
550278,121,734457736,117,Paris,2,2023/7/25,10:00,2023/7/27,10:00,116.61,116.61,116.61,EUR,2023/7/23 5:05
677438,20,734457666,118,Paris,2,2023/7/25,10:00,2023/7/27,10:00,144.7,144.7,144.7,EUR,2023/7/23 5:05
851920,53,641524391,119,Paris,2,2023/7/25,10:00,2023/7/27,10:00,144.7,144.7,144.7,EUR,2023/7/23 5:05
311426,65,736379621,120,Paris,2,2023/7/25,10:00,2023/7/27,10:00,135.32,135.32,135.32,EUR,2023/7/23 5:05
668269,128,641524366,121,Paris,2,2023/7/25,10:00,2023/7/27,10:00,154.94,154.94,154.94,EUR,2023/7/23 5:05
777798,130,641418121,122,Paris,2,2023/7/25,10:00,2023/7/27,10:00,132.31,132.31,132.31,EUR,2023/7/23 5:05
207507,98,641418141,123,Paris,2,2023/7/25,10:00,2023/7/27,10:00,152.33,152.33,152.33,EUR,2023/7/23 5:05
862050,78,641524371,124,Paris,2,2023/7/25,10:00,2023/7/27,10:00,124.7,124.7,124.7,EUR,2023/7/23 5:05
864645,104,641418116,125,Paris,2,2023/7/25,10:00,2023/7/27,10:00,163.1,163.1,163.1,EUR,2023/7/23 5:05
620392,85,741041006,126,Paris,2,2023/7/25,10:00,2023/7/27,10:00,169.87,169.87,169.87,EUR,2023/7/23 5:05
668412,77,734457706,127,Paris,2,2023/7/25,10:00,2023/7/27,10:00,184.39,184.39,184.39,EUR,2023/7/23 5:05
690565,18,734457661,128,Paris,2,2023/7/25,10:00,2023/7/27,10:00,175.58,175.58,175.58,EUR,2023/7/23 5:05
82597,127,747390596,129,Paris,2,2023/7/25,10:00,2023/7/27,10:00,245.83,245.83,245.83,EUR,2023/7/23 5:05
72597,95,737841661,130,Paris,2,2023/7/25,10:00,2023/7/27,10:00,158.55,158.55,158.55,EUR,2023/7/23 5:05
949374,132,741051816,131,Paris,2,2023/7/25,10:00,2023/7/27,10:00,168.15,168.15,168.15,EUR,2023/7/23 5:05
475117,16,731123366,132,Paris,2,2023/7/25,10:00,2023/7/27,10:00,164.59,164.59,164.59,EUR,2023/7/23 5:05
570417,24,741044946,133,Paris,2,2023/7/25,10:00,2023/7/27,10:00,178.32,178.32,178.32,EUR,2023/7/23 5:05
431750,95,741069571,134,Paris,2,2023/7/25,10:00,2023/7/27,10:00,150.75,150.75,150.75,EUR,2023/7/23 5:05
943070,78,731068656,135,Paris,2,2023/7/25,10:00,2023/7/27,10:00,161.21,161.21,161.21,EUR,2023/7/23 5:05
622697,16,741063661,136,Paris,2,2023/7/25,10:00,2023/7/27,10:00,223.87,223.87,223.87,EUR,2023/7/23 5:05
794750,72,737811871,137,Paris,2,2023/7/25,10:00,2023/7/27,10:00,171.46,171.46,171.46,EUR,2023/7/23 5:05
341532,69,743637631,138,Paris,2,2023/7/25,10:00,2023/7/27,10:00,218.98,218.98,218.98,EUR,2023/7/23 5:05
357251,37,734457721,139,Paris,2,2023/7/25,10:00,2023/7/27,10:00,221.62,221.62,221.62,EUR,2023/7/23 5:05
650065,79,640467973,140,Paris,2,2023/7/25,10:00,2023/7/27,10:00,181.58,181.58,181.58,EUR,2023/7/23 5:05
335484,27,641418106,141,Paris,2,2023/7/25,10:00,2023/7/27,10:00,187.73,187.73,187.73,EUR,2023/7/23 5:05
673325,23,729179106,142,Paris,2,2023/7/25,10:00,2023/7/27,10:00,175.08,175.08,175.08,EUR,2023/7/23 5:05
788356,15,734457756,143,Paris,2,2023/7/25,10:00,2023/7/27,10:00,228.29,228.29,228.29,EUR,2023/7/23 5:05
433543,32,734457746,144,Paris,2,2023/7/25,10:00,2023/7/27,10:00,189.64,189.64,189.64,EUR,2023/7/23 5:05
99338,26,729179131,145,Paris,2,2023/7/25,10:00,2023/7/27,10:00,155.09,155.09,155.09,EUR,2023/7/23 5:05
564377,26,737926196,146,Paris,2,2023/7/25,10:00,2023/7/27,10:00,167.94,167.94,167.94,EUR,2023/7/23 5:05
246165,75,741043961,147,Paris,2,2023/7/25,10:00,2023/7/27,10:00,207.88,207.88,207.88,EUR,2023/7/23 5:05
669673,31,674679586,148,Paris,2,2023/7/25,10:00,2023/7/27,10:00,161.18,161.18,161.18,EUR,2023/7/23 5:05
717153,94,741079706,149,Paris,2,2023/7/25,10:00,2023/7/27,10:00,230.58,230.58,230.58,EUR,2023/7/23 5:05
854122,58,670482576,150,Paris,2,2023/7/25,10:00,2023/7/27,10:00,170.45,170.45,170.45,EUR,2023/7/23 5:05
248379,81,741070556,151,Paris,2,2023/7/25,10:00,2023/7/27,10:00,252.32,252.32,252.32,EUR,2023/7/23 5:05
358514,122,732612826,152,Paris,2,2023/7/25,10:00,2023/7/27,10:00,152.21,152.21,152.21,EUR,2023/7/23 5:05
713014,43,675533041,153,Paris,2,2023/7/25,10:00,2023/7/27,10:00,179.4,179.4,179.4,EUR,2023/7/23 5:05
899643,72,741081391,154,Paris,2,2023/7/25,10:00,2023/7/27,10:00,377.96,377.96,377.96,EUR,2023/7/23 5:05
609909,120,734457761,155,Paris,2,2023/7/25,10:00,2023/7/27,10:00,377.96,377.96,377.96,EUR,2023/7/23 5:05
937874,95,741078436,156,Paris,2,2023/7/25,10:00,2023/7/27,10:00,239.54,239.54,239.54,EUR,2023/7/23 5:05
699138,36,674686621,157,Paris,2,2023/7/25,10:00,2023/7/27,10:00,177.16,177.16,177.16,EUR,2023/7/23 5:05
667027,64,734457716,158,Paris,2,2023/7/25,10:00,2023/7/27,10:00,232.72,232.72,232.72,EUR,2023/7/23 5:05
210010,97,739535556,159,Paris,2,2023/7/25,10:00,2023/7/27,10:00,185.96,185.96,185.96,EUR,2023/7/23 5:05
742097,85,741062676,160,Paris,2,2023/7/25,10:00,2023/7/27,10:00,235.08,235.08,235.08,EUR,2023/7/23 5:05
978697,119,741061691,161,Paris,2,2023/7/25,10:00,2023/7/27,10:00,211.93,211.93,211.93,EUR,2023/7/23 5:05
606860,1,729179116,162,Paris,2,2023/7/25,10:00,2023/7/27,10:00,185.09,185.09,185.09,EUR,2023/7/23 5:05
105203,63,747396066,163,Paris,2,2023/7/25,10:00,2023/7/27,10:00,282.57,282.57,282.57,EUR,2023/7/23 5:05
529922,63,741040021,164,Paris,2,2023/7/25,10:00,2023/7/27,10:00,201.85,201.85,201.85,EUR,2023/7/23 5:05
969829,111,729179076,165,Paris,2,2023/7/25,10:00,2023/7/27,10:00,239.33,239.33,239.33,EUR,2023/7/23 5:05
362350,120,741075481,166,Paris,2,2023/7/25,10:00,2023/7/27,10:00,217.97,217.97,217.97,EUR,2023/7/23 5:05
973219,107,741046916,167,Paris,2,2023/7/25,10:00,2023/7/27,10:00,163.77,163.77,163.77,EUR,2023/7/23 5:05
319919,110,734457776,168,Paris,2,2023/7/25,10:00,2023/7/27,10:00,189.64,189.64,189.64,EUR,2023/7/23 5:05
339010,72,712974021,169,Paris,2,2023/7/25,10:00,2023/7/27,10:00,311.75,311.75,311.75,EUR,2023/7/23 5:05
526618,62,712974066,170,Paris,2,2023/7/25,10:00,2023/7/27,10:00,319.2,319.2,319.2,EUR,2023/7/23 5:05
97468,9,734457751,171,Paris,2,2023/7/25,10:00,2023/7/27,10:00,226.01,226.01,226.01,EUR,2023/7/23 5:05
886140,114,729179071,172,Paris,2,2023/7/25,10:00,2023/7/27,10:00,263.26,263.26,263.26,EUR,2023/7/23 5:05
402772,124,640467983,173,Paris,2,2023/7/25,10:00,2023/7/27,10:00,208.57,208.57,208.57,EUR,2023/7/23 5:05
290705,81,741051731,174,Paris,2,2023/7/25,10:00,2023/7/27,10:00,199.83,199.83,199.83,EUR,2023/7/23 5:05
293147,52,713247886,175,Paris,2,2023/7/25,10:00,2023/7/27,10:00,283.48,283.48,283.48,EUR,2023/7/23 5:05
916286,34,741076466,176,Paris,2,2023/7/25,10:00,2023/7/27,10:00,228.27,228.27,228.27,EUR,2023/7/23 5:05
912075,68,734457781,177,Paris,2,2023/7/25,10:00,2023/7/27,10:00,243.81,243.81,243.81,EUR,2023/7/23 5:05
499463,86,737896406,178,Paris,2,2023/7/25,10:00,2023/7/27,10:00,242.1,242.1,242.1,EUR,2023/7/23 5:05
723230,124,729179111,179,Paris,2,2023/7/25,10:00,2023/7/27,10:00,215.78,215.78,215.78,EUR,2023/7/23 5:05
56332,96,640467963,180,Paris,2,2023/7/25,10:00,2023/7/27,10:00,214.58,214.58,214.58,EUR,2023/7/23 5:05
213712,96,640467978,181,Paris,2,2023/7/25,10:00,2023/7/27,10:00,218.56,218.56,218.56,EUR,2023/7/23 5:05
93832,26,733082066,182,Paris,2,2023/7/25,10:00,2023/7/27,10:00,202.46,202.46,202.46,EUR,2023/7/23 5:05
373031,64,741041991,183,Paris,2,2023/7/25,10:00,2023/7/27,10:00,246.25,246.25,246.25,EUR,2023/7/23 5:05
496539,131,712973961,184,Paris,2,2023/7/25,10:00,2023/7/27,10:00,250.64,250.64,250.64,EUR,2023/7/23 5:05
768774,43,718760946,185,Paris,2,2023/7/25,10:00,2023/7/27,10:00,241.25,241.25,241.25,EUR,2023/7/23 5:05
385831,109,729179086,186,Paris,2,2023/7/25,10:00,2023/7/27,10:00,677.26,677.26,677.26,EUR,2023/7/23 5:05
251316,130,693471741,187,Paris,2,2023/7/25,10:00,2023/7/27,10:00,325.36,325.36,325.36,EUR,2023/7/23 5:05
559461,2,737468281,188,Paris,2,2023/7/25,10:00,2023/7/27,10:00,232.39,232.39,232.39,EUR,2023/7/23 5:05
923938,31,671827916,189,Paris,2,2023/7/25,10:00,2023/7/27,10:00,234.26,234.26,234.26,EUR,2023/7/23 5:05
286909,82,732294156,190,Paris,2,2023/7/25,10:00,2023/7/27,10:00,213.13,213.13,213.13,EUR,2023/7/23 5:05
937845,71,741049871,191,Paris,2,2023/7/25,10:00,2023/7/27,10:00,217.97,217.97,217.97,EUR,2023/7/23 5:05
492648,43,618641161,192,Paris,2,2023/7/25,10:00,2023/7/27,10:00,190.2,190.2,190.2,EUR,2023/7/23 5:05
22192,78,711556416,193,Paris,2,2023/7/25,10:00,2023/7/27,10:00,198.62,198.62,198.62,EUR,2023/7/23 5:05
330313,97,636427656,194,Paris,2,2023/7/25,10:00,2023/7/27,10:00,223.44,223.44,223.44,EUR,2023/7/23 5:05
371046,32,709893696,195,Paris,2,2023/7/25,10:00,2023/7/27,10:00,178.2,178.2,178.2,EUR,2023/7/23 5:05
732464,18,704033858,196,Paris,2,2023/7/25,10:00,2023/7/27,10:00,331.58,331.58,331.58,EUR,2023/7/23 5:05
458732,126,736147726,197,Paris,2,2023/7/25,10:00,2023/7/27,10:00,251.57,251.57,251.57,EUR,2023/7/23 5:05
740184,76,638110503,198,Paris,2,2023/7/25,10:00,2023/7/27,10:00,246.6,246.6,246.6,EUR,2023/7/23 5:05
16615,42,711532181,199,Paris,2,2023/7/25,10:00,2023/7/27,10:00,186.14,186.14,186.14,EUR,2023/7/23 5:05
838585,41,638110518,200,Paris,2,2023/7/25,10:00,2023/7/27,10:00,677.26,677.26,677.26,EUR,2023/7/23 5:05
45713,127,729179081,201,Paris,2,2023/7/25,10:00,2023/7/27,10:00,203.57,203.57,203.57,EUR,2023/7/23 5:05
73778,90,712974016,202,Paris,2,2023/7/25,10:00,2023/7/27,10:00,324.2,324.2,324.2,EUR,2023/7/23 5:05
893989,44,671893691,203,Paris,2,2023/7/25,10:00,2023/7/27,10:00,329.32,329.32,329.32,EUR,2023/7/23 5:05
833260,122,636427661,204,Paris,2,2023/7/25,10:00,2023/7/27,10:00,329.32,329.32,329.32,EUR,2023/7/23 5:05
384230,47,641418136,205,Paris,2,2023/7/25,10:00,2023/7/27,10:00,589.22,589.22,589.22,EUR,2023/7/23 5:05
377756,123,671886466,206,Paris,2,2023/7/25,10:00,2023/7/27,10:00,643.39,643.39,643.39,EUR,2023/7/23 5:05
441843,63,640467993,207,Paris,2,2023/7/25,10:00,2023/7/27,10:00,242.77,242.77,242.77,EUR,2023/7/23 5:05
757402,46,640468033,208,Paris,2,2023/7/25,10:00,2023/7/27,10:00,320.18,320.18,320.18,EUR,2023/7/23 5:05
337754,52,665163846,209,Paris,2,2023/7/25,10:00,2023/7/27,10:00,235.2,235.2,235.2,EUR,2023/7/23 5:05
667999,121,712974061,210,Paris,2,2023/7/25,10:00,2023/7/27,10:00,329.15,329.15,329.15,EUR,2023/7/23 5:05
256377,95,712973991,211,Paris,2,2023/7/25,10:00,2023/7/27,10:00,239.34,239.34,239.34,EUR,2023/7/23 5:05
517108,117,702112693,212,Paris,2,2023/7/25,10:00,2023/7/27,10:00,274.43,274.43,274.43,EUR,2023/7/23 5:05
660839,81,652130788,213,Paris,2,2023/7/25,10:00,2023/7/27,10:00,363.56,363.56,363.56,EUR,2023/7/23 5:05
