reservation_id,user_id,flight_id,flight_time,route,flight_duration
573656,134,943530,2023-01-25 03:33:13,AKLICN,6.62
681493,59,659342,2022-09-19 17:47:43,AKLICN,6.62
578336,65,218840,2023-01-19 21:05:19,AKLICN,6.62
102528,120,858038,2023-03-12 20:05:32,AKLICN,6.62
773028,71,112064,2023-02-23 09:49:56,AKLICN,6.62
443550,14,888648,2022-09-27 20:17:38,AKLICN,6.62
148529,13,582910,2023-08-02 21:39:16,AKLICN,6.62
27563,135,422309,2022-08-10 03:47:00,AKLICN,6.62
707399,102,473089,2022-12-02 05:17:36,AKLICN,6.62
582425,95,818260,2023-02-17 02:37:54,AKLICN,6.62
135979,137,172146,2022-10-14 16:19:39,AKLICN,6.62
97171,42,602672,2023-05-24 14:00:39,AKLICN,6.62
320664,72,849060,2022-11-06 10:39:21,AKLICN,6.62
94136,128,231340,2023-03-05 18:01:11,AKLICN,6.62
655468,127,623211,2023-02-17 00:36:55,AKLICN,6.62
875923,131,134102,2023-08-04 07:27:04,AKLICN,6.62
55623,4,351006,2023-01-11 21:53:18,AKLICN,6.62
86247,71,83961,2023-06-01 04:10:26,AKLICN,6.62
608404,45,577068,2023-06-14 16:41:35,AKLICN,6.62
326130,68,603004,2023-01-23 19:05:03,AKLICN,6.62
582309,130,779616,2022-12-19 13:22:05,AKLICN,6.62
978412,84,678630,2023-07-29 15:31:54,AKLICN,6.62
138379,111,965267,2023-01-27 22:03:18,AKLICN,6.62
340525,66,595359,2022-09-30 04:30:40,AKLICN,6.62
464524,85,910231,2022-09-25 11:22:35,AKLICN,6.62
218437,35,897320,2023-06-05 10:59:54,AKLICN,6.62
285872,52,682806,2023-01-27 23:22:40,AKLICN,6.62
292714,2,123113,2023-02-21 01:50:27,AKLICN,6.62
511273,73,539664,2023-07-08 16:22:21,AKLICN,6.62
632455,126,38578,2023-02-01 07:45:23,AKLICN,6.62
370883,43,645539,2023-02-17 06:48:49,AKLICN,6.62
857380,23,401454,2022-09-12 09:25:54,AKLICN,6.62
47014,28,807970,2022-10-26 09:23:00,AKLICN,6.62
777289,136,793346,2023-05-12 17:38:41,AKLICN,6.62
167248,16,839497,2023-07-31 13:23:26,AKLICN,6.62
587257,13,755638,2023-03-05 21:25:22,AKLICN,6.62
953074,8,414996,2022-09-25 04:29:37,AKLICN,5.52
685885,104,887567,2023-04-17 08:28:40,AKLICN,6.62
71981,98,965398,2023-02-16 04:25:24,AKLKIX,7.0
402463,128,157253,2022-09-19 10:17:02,AKLKIX,7.0
405031,46,100621,2023-03-17 14:40:22,AKLKIX,7.0
515020,9,532104,2023-02-11 03:33:27,AKLKIX,7.0
822780,125,791884,2022-12-30 00:17:18,AKLKIX,7.0
998812,114,68211,2023-03-04 12:39:05,AKLKIX,7.0
606249,31,43503,2022-12-25 19:43:40,AKLKTM,4.75
369488,109,947345,2022-11-01 04:45:47,AKLKTM,4.75
423976,46,888978,2023-03-15 10:14:17,AKLKTM,4.75
419077,80,941158,2023-02-20 05:44:34,AKLKTM,4.75
524122,55,289056,2023-04-22 07:51:07,AKLKTM,4.75
829081,128,890856,2022-12-16 00:19:08,AKLKTM,4.75
512408,6,69080,2022-11-08 14:39:32,AKLKTM,4.75
678953,121,27278,2023-06-13 13:57:39,AKLKUL,8.83
900790,35,513510,2022-10-08 08:32:11,AKLKUL,8.83
367998,72,823494,2023-03-26 12:11:46,AKLKUL,8.83
974613,101,444644,2022-08-17 12:53:41,AKLKUL,8.83
685555,81,229806,2023-07-03 03:59:00,AKLKUL,8.83
542710,138,733682,2023-06-15 12:23:47,AKLKUL,8.83
977715,78,9558,2023-02-22 11:17:38,AKLKUL,8.83
601218,41,337768,2023-07-30 11:22:33,AKLKUL,8.83
373961,108,938183,2022-12-06 04:03:31,AKLKUL,8.83
368234,53,701397,2023-07-21 10:08:02,AKLKUL,8.83
693023,91,682741,2023-04-06 08:27:25,AKLKUL,8.83
246047,133,442048,2023-06-23 01:10:16,AKLKUL,8.83
653049,137,976260,2022-09-29 11:21:01,AKLKUL,8.83
333666,105,281322,2022-10-02 07:10:55,AKLKUL,8.83
592738,93,158667,2022-11-20 08:20:58,AKLKUL,8.83
462116,29,868727,2023-02-10 09:27:31,AKLKUL,8.83
398950,6,424493,2023-02-26 12:04:36,AKLKUL,8.83
33001,135,542174,2023-05-02 05:51:06,AKLKUL,8.83
56973,70,599550,2023-03-10 12:55:42,AKLKUL,8.83
526305,64,982398,2023-01-13 23:19:38,AKLKUL,8.83
682243,23,648148,2023-02-19 10:07:58,AKLKUL,8.83
304074,59,546177,2023-06-12 21:29:58,AKLKUL,8.83
757919,12,32723,2022-11-16 03:04:08,AKLKUL,8.83
700826,127,8090,2023-05-19 06:06:16,AKLKUL,8.83
551007,108,336958,2023-06-14 16:49:07,AKLKUL,8.83
945645,29,450973,2022-08-12 06:05:21,AKLKUL,8.83
24002,24,132267,2023-06-26 11:35:52,AKLKUL,8.83
502088,17,217189,2022-10-21 22:27:03,AKLKUL,8.83
356234,58,76114,2023-04-28 23:16:57,AKLKUL,8.83
504953,117,94478,2023-05-09 13:30:11,AKLKUL,8.83
634981,87,535763,2023-04-02 05:27:02,AKLKUL,8.83
318376,25,687694,2023-03-23 03:09:49,AKLKUL,8.83
853368,99,955126,2022-11-15 22:12:50,AKLKUL,8.83
388532,70,814029,2022-09-25 11:17:05,AKLKUL,8.83
246867,34,536932,2022-09-17 12:09:51,AKLKUL,8.83
356963,12,143572,2022-12-07 04:45:42,AKLKUL,8.83
775938,111,23627,2023-03-11 06:13:44,AKLKUL,8.83
8034,37,22865,2022-12-06 15:55:37,AKLKUL,8.83
431183,79,551195,2022-11-21 22:03:25,AKLKUL,8.83
651611,52,671324,2023-04-20 20:10:43,AKLKUL,8.83
334646,3,982358,2023-03-17 21:50:15,AKLKUL,8.83
797144,113,604363,2022-11-26 21:04:25,AKLKUL,8.83
258056,44,585329,2022-09-07 22:14:48,AKLKUL,8.83
918265,118,532859,2023-02-21 06:43:24,AKLKUL,8.83
634741,110,265257,2023-04-11 12:04:51,AKLKUL,8.83
852375,26,922800,2023-03-17 09:04:49,AKLKUL,8.83
667701,5,647182,2022-11-18 05:22:30,AKLKUL,8.83
219763,52,697103,2022-12-24 05:51:03,AKLKUL,8.83
918940,118,18455,2022-11-18 16:47:41,AKLKUL,8.83
635397,119,678850,2023-02-19 02:54:48,AKLKUL,8.83
831366,72,337721,2023-01-03 22:58:46,AKLKUL,8.83
591739,2,505633,2022-12-23 08:22:29,AKLKUL,8.83
275309,89,909303,2022-10-16 19:43:42,AKLKUL,8.83
685139,126,646272,2022-11-08 04:23:54,AKLKUL,8.83
463469,91,971569,2023-01-30 15:11:17,AKLKUL,8.83
615769,40,292966,2022-08-24 11:16:17,AKLKUL,8.83
702639,96,311846,2022-08-26 00:08:56,AKLKUL,8.83
21560,23,919770,2022-10-22 09:40:44,AKLKUL,8.83
729549,40,821542,2023-05-22 08:06:43,AKLKUL,8.83
375136,35,18063,2022-11-02 02:32:14,AKLKUL,8.83
25377,4,236096,2023-04-23 14:27:50,AKLKUL,8.83
694698,132,49598,2022-09-06 05:56:05,AKLKUL,8.83
287196,69,868974,2023-06-07 14:10:35,AKLKUL,8.83
904497,27,103169,2023-03-15 00:05:30,AKLKUL,8.83
627537,51,338742,2023-05-16 22:29:36,AKLKUL,8.83
332118,109,10725,2022-10-15 16:00:45,AKLKUL,8.83
214991,32,439399,2022-08-10 13:28:32,AKLKUL,8.83
13323,19,788773,2023-05-08 04:24:22,AKLKUL,8.83
288388,134,148063,2023-03-20 19:42:52,AKLKUL,8.83
739293,8,262626,2023-05-05 09:51:20,AKLKUL,8.83
901101,4,709372,2023-05-02 08:35:57,AKLKUL,8.83
699675,115,15921,2022-09-02 10:38:09,AKLKUL,8.83
85617,30,841917,2022-08-18 19:00:10,AKLKUL,8.83
146379,18,930493,2022-10-21 20:49:37,AKLKUL,8.83
413519,29,560248,2022-11-25 05:35:05,AKLKUL,8.83
913621,87,646406,2022-09-07 07:03:29,AKLKUL,8.83
10730,30,27174,2022-12-02 11:27:09,AKLKUL,8.83
576726,103,585023,2023-03-09 07:24:46,AKLKUL,8.83
239291,10,845760,2023-04-20 11:13:51,AKLKUL,8.83
157401,53,254007,2022-10-14 11:56:37,AKLKUL,8.83
454434,51,550360,2023-05-24 23:52:24,AKLKUL,8.83
599678,58,268235,2023-02-18 00:49:30,AKLKUL,8.83
627159,31,510710,2023-07-17 13:22:57,AKLKUL,8.83
207698,74,409568,2022-08-14 11:08:12,AKLKUL,8.83
78560,15,676340,2023-03-31 06:57:25,AKLKUL,8.83
770818,21,586262,2023-02-24 16:18:50,AKLKUL,8.83
476243,65,745932,2022-10-27 12:30:09,AKLKUL,8.83
127456,64,373622,2023-07-25 04:35:39,AKLKUL,8.83
662316,111,139220,2023-07-06 06:27:45,AKLKUL,8.83
279405,115,456474,2022-11-25 02:05:42,AKLKUL,8.83
182934,50,831728,2023-04-24 15:35:41,AKLKUL,8.83
697435,116,903017,2023-04-05 17:48:52,AKLKUL,8.83
235467,110,265014,2023-01-26 05:03:17,AKLKUL,8.83
876648,131,630914,2023-06-29 02:57:27,AKLKUL,8.83
580844,115,648895,2023-05-04 12:37:35,AKLKUL,8.83
638697,53,547329,2023-03-30 17:11:47,AKLKUL,8.83
122229,135,652370,2023-05-26 08:29:59,AKLKUL,8.83
766240,129,971382,2023-06-16 23:26:57,AKLKUL,8.83
622786,119,113255,2022-10-21 21:05:41,AKLKUL,8.83
828473,12,738178,2022-08-10 03:23:20,AKLKUL,8.83
825812,52,613439,2023-01-19 23:07:15,AKLKUL,8.83
516050,28,957708,2022-12-05 08:05:54,AKLKUL,8.83
537208,38,152148,2022-10-01 22:45:35,AKLKUL,8.83
254187,128,878660,2022-12-26 14:33:18,AKLKUL,8.83
307342,16,412729,2023-03-13 12:31:56,AKLKUL,8.83
525792,1,616376,2023-04-15 16:47:29,AKLKUL,8.83
915238,104,447224,2023-03-16 11:32:05,AKLKUL,8.83
614679,96,479085,2023-03-12 09:31:59,AKLKUL,8.83
144348,116,386030,2023-06-08 22:43:49,AKLKUL,8.83
934176,121,108783,2022-10-23 02:03:29,AKLKUL,8.83
876310,3,522742,2023-02-06 19:49:10,AKLKUL,8.83
417606,84,441681,2022-12-15 06:04:24,AKLKUL,8.83
442610,106,289252,2022-08-23 23:05:28,AKLKUL,8.83
32845,115,232614,2023-05-12 19:02:57,AKLKUL,8.83
981982,119,749752,2023-05-16 05:34:50,AKLKUL,8.83
918105,110,230195,2023-03-16 00:04:30,AKLKUL,8.83
70040,32,819297,2022-10-08 16:06:36,AKLKUL,8.83
147724,11,500804,2023-07-06 06:19:34,AKLKUL,8.83
489021,10,263980,2023-06-21 23:34:46,AKLKUL,8.83
940969,8,402135,2022-09-23 15:17:19,AKLKUL,8.83
791966,75,338620,2022-10-07 19:22:45,AKLKUL,8.83
593671,102,950561,2022-09-10 00:10:15,AKLKUL,8.83
439473,133,502717,2023-03-01 04:26:10,AKLKUL,8.83
876072,72,913734,2022-11-22 07:28:00,AKLKUL,8.83
606247,64,185165,2023-04-15 19:26:24,AKLKUL,8.83
478190,105,861941,2022-11-15 17:57:32,AKLKUL,8.83
14283,44,56274,2022-10-25 09:06:13,AKLKUL,8.83
312244,63,36070,2022-10-14 20:28:14,AKLKUL,8.83
671141,115,840972,2023-02-26 13:08:07,AKLKUL,8.83
164668,119,373879,2022-12-05 21:51:57,AKLKUL,8.83
292398,128,915768,2022-09-06 20:49:49,AKLKUL,8.83
335318,73,845141,2023-06-18 00:36:36,AKLKUL,8.83
835282,60,791189,2022-11-29 11:37:16,AKLKUL,8.83
837098,53,535724,2022-10-20 16:33:54,AKLKUL,8.83
782709,96,723863,2022-09-30 20:37:30,AKLKUL,8.83
945981,35,777315,2023-02-10 02:28:02,AKLKUL,8.83
649836,55,457785,2023-07-22 07:06:45,AKLKUL,8.83
81171,112,758249,2023-05-07 04:35:42,AKLKUL,8.83
853997,35,765756,2023-02-20 14:12:04,AKLKUL,8.83
189102,71,322143,2023-01-24 09:10:48,AKLKUL,8.83
955604,97,501077,2023-03-27 12:48:42,AKLKUL,8.83
418197,7,63298,2022-11-20 20:33:44,AKLKUL,8.83
613195,33,319491,2022-09-03 21:43:46,AKLKUL,8.83
805493,62,767387,2023-03-17 12:20:21,AKLKUL,8.83
103163,88,528064,2023-03-24 21:30:44,AKLKUL,8.83
76504,129,335741,2022-10-15 21:16:47,AKLKUL,8.83
27776,130,100664,2023-05-31 10:33:32,AKLKUL,8.83
162904,32,898731,2023-02-21 21:23:30,AKLKUL,8.83
590849,102,277853,2023-03-20 14:12:21,AKLKUL,8.83
3613,15,702321,2023-03-22 00:18:03,AKLKUL,8.83
773921,87,645085,2023-06-15 11:37:12,AKLKUL,8.83
20512,134,237593,2022-11-29 09:07:44,AKLKUL,8.83
102798,63,43982,2023-04-08 02:41:53,AKLKUL,8.83
65199,77,842629,2022-12-06 03:30:35,AKLKUL,8.83
2,78,872670,2023-02-27 17:15:23,AKLKUL,8.83
370968,92,506528,2022-12-13 14:36:38,AKLKUL,8.83
862628,134,373131,2022-09-22 01:07:44,AKLKUL,8.83
957380,63,718431,2022-10-20 01:24:43,AKLKUL,8.83
314071,33,542622,2023-06-26 22:16:53,AKLKUL,8.83
23271,10,504564,2023-02-03 09:48:50,AKLKUL,8.83
786858,121,521737,2023-05-04 07:09:05,AKLKUL,8.83
631969,3,746487,2022-08-29 06:31:30,AKLKUL,8.83
556920,47,641314,2023-05-01 08:39:45,AKLKUL,8.83
578174,95,194335,2022-12-31 19:03:21,AKLKUL,8.83
312250,27,321343,2022-11-12 10:14:08,AKLKUL,8.83
298655,126,738798,2022-09-02 21:32:57,AKLKUL,8.83
773393,116,828248,2022-08-30 14:59:56,AKLKUL,8.83
320061,93,204751,2023-06-30 16:25:36,AKLKUL,8.83
360712,121,315605,2023-02-25 08:41:32,AKLKUL,8.83
945698,53,973957,2022-09-18 05:18:10,AKLKUL,8.83
127185,14,544638,2023-05-11 22:12:23,AKLKUL,8.83
97787,81,272799,2022-09-27 17:01:42,AKLKUL,8.83
103206,122,507295,2022-09-11 07:59:05,AKLKUL,8.83
303718,58,983233,2023-01-14 20:16:42,AKLKUL,8.83
682845,103,474985,2023-04-19 09:36:37,AKLKUL,8.83
663875,80,232050,2023-07-31 03:19:08,AKLKUL,8.83
580821,102,927997,2023-04-07 20:54:11,AKLKUL,8.83
316247,78,386490,2023-02-24 14:55:09,AKLKUL,8.83
483268,99,437592,2022-08-29 18:59:39,AKLKUL,8.83
760289,85,117689,2022-10-03 04:36:11,AKLKUL,8.83
968960,8,749848,2023-01-06 01:13:52,AKLKUL,8.83
566349,98,372507,2023-08-06 07:39:16,AKLKUL,8.83
69234,15,421534,2023-03-08 21:47:55,AKLKUL,8.83
632782,11,998417,2022-12-13 00:30:24,AKLKUL,8.83
627802,31,737535,2023-03-14 04:05:48,AKLKUL,8.83
702514,13,415187,2023-05-02 01:22:06,AKLKUL,8.83
993319,100,616793,2023-01-05 09:01:09,AKLKUL,8.83
75603,43,43753,2022-10-07 15:35:16,AKLKUL,8.83
730631,66,544172,2022-09-02 03:17:59,AKLKUL,8.83
180114,13,478100,2023-01-23 07:43:36,AKLKUL,8.83
157240,63,398588,2022-08-20 05:43:58,AKLKUL,8.83
10140,19,171242,2023-06-15 22:38:00,AKLKUL,8.83
927725,73,738610,2023-01-11 19:00:56,AKLKUL,8.83
982632,90,441147,2023-05-02 12:52:18,AKLKUL,8.83
350510,128,358994,2022-11-19 07:22:09,AKLKUL,8.83
254571,69,571011,2023-06-26 22:42:47,AKLKUL,8.83
559044,73,606595,2023-03-17 04:07:12,AKLKUL,8.83
258768,12,887859,2022-12-14 05:49:55,AKLKUL,8.83
998794,13,866798,2022-09-21 17:31:12,AKLKUL,8.83
602426,106,895752,2023-07-03 13:22:50,AKLKUL,8.83
774412,124,80486,2022-08-30 13:32:20,AKLKUL,8.83
417797,69,12754,2023-06-13 23:51:11,AKLKUL,8.83
859628,68,31697,2022-09-15 03:09:31,AKLKUL,8.83
135355,26,949888,2023-04-18 17:10:08,AKLKUL,8.83
666531,94,125120,2023-01-24 23:04:38,AKLKUL,8.83
200785,60,558678,2022-12-02 04:36:45,AKLKUL,8.83
32918,20,615361,2023-02-01 04:08:49,AKLKUL,8.83
949997,33,291149,2023-02-01 10:06:18,AKLKUL,8.83
225291,6,838647,2022-10-31 12:11:32,AKLKUL,8.83
138872,30,190796,2022-12-04 23:11:31,AKLKUL,8.83
452893,108,123799,2022-08-12 02:40:25,AKLKUL,8.83
357605,137,959840,2023-05-08 21:17:34,AKLKUL,8.83
547626,125,468759,2023-05-19 22:02:21,AKLKUL,8.83
903960,9,577775,2023-04-08 21:19:54,AKLKUL,8.83
159040,122,297210,2022-08-11 20:52:39,AKLKUL,8.83
190558,130,250041,2022-12-20 01:28:45,AKLKUL,8.83
893831,41,732715,2022-10-21 11:12:28,AKLKUL,8.83
854370,53,172135,2022-09-03 07:47:22,AKLKUL,8.83
422123,71,321024,2023-02-08 09:45:22,AKLKUL,8.83
262142,92,873567,2022-08-29 01:47:02,AKLKUL,8.83
405128,16,153161,2023-06-18 10:24:42,AKLKUL,8.83
747745,105,57139,2023-03-30 19:39:38,AKLKUL,8.83
689626,91,259625,2022-09-21 02:13:11,AKLKUL,8.83
66712,102,310090,2023-06-16 04:15:38,AKLKUL,8.83
444655,91,342585,2023-01-19 00:37:51,AKLKUL,8.83
933944,121,594997,2023-07-19 06:53:56,AKLKUL,8.83
844436,47,3303,2022-12-27 01:56:21,AKLKUL,8.83
307127,100,57542,2022-10-04 07:34:38,AKLKUL,8.83
289321,96,762504,2022-11-07 18:58:53,AKLKUL,8.83
381236,72,3156,2022-12-19 09:04:09,AKLKUL,8.83
698089,101,22742,2023-05-05 21:47:52,AKLKUL,8.83
3929,33,895660,2022-08-24 14:52:32,AKLKUL,8.83
525882,15,403761,2023-03-15 22:41:48,AKLKUL,8.83
978172,111,184249,2023-01-30 20:09:48,AKLKUL,8.83
876278,74,274825,2022-08-08 05:56:15,AKLKUL,8.83
481011,122,948667,2022-10-23 14:01:38,AKLKUL,8.83
290392,116,709307,2023-07-29 18:37:36,AKLKUL,8.83
531766,131,56469,2022-09-07 16:08:08,AKLKUL,8.83
353460,21,382569,2022-11-19 23:34:25,AKLKUL,8.83
916036,96,71259,2023-06-07 08:24:45,AKLKUL,8.83
474857,36,660999,2023-07-13 19:15:31,AKLKUL,8.83
206740,13,165871,2023-05-02 21:30:43,AKLKUL,8.83
99772,27,377187,2022-09-16 09:34:15,AKLKUL,8.83
899995,100,956593,2022-10-04 01:54:04,AKLKUL,8.83
615686,10,479163,2023-04-18 18:04:28,AKLKUL,8.83
555336,5,76523,2022-10-12 02:28:17,AKLKUL,8.83
765521,37,463790,2022-09-22 05:07:41,AKLKUL,8.83
266390,55,421062,2023-03-26 09:28:41,AKLKUL,8.83
484454,32,329258,2023-01-02 08:04:28,AKLKUL,8.83
50349,85,642318,2023-07-12 10:19:01,AKLKUL,8.83
975900,9,533709,2023-04-03 03:18:47,AKLKUL,8.83
895491,101,820864,2022-10-06 09:20:13,AKLKUL,8.83
78319,106,200790,2023-06-29 08:05:14,AKLKUL,8.83
238339,28,616603,2023-03-25 01:40:30,AKLKUL,8.83
579481,86,547329,2022-09-07 08:20:55,AKLKUL,8.83
537944,25,774307,2023-06-05 16:04:08,AKLKUL,8.83
519233,64,810763,2022-12-27 09:24:16,AKLKUL,8.83
687717,78,960981,2023-03-06 15:07:31,AKLKUL,8.83
845312,123,208427,2023-02-15 18:35:40,AKLKUL,8.83
298659,109,360451,2022-11-06 21:18:35,AKLKUL,8.83
151002,138,518113,2022-11-12 07:41:55,AKLKUL,8.83
40256,113,868950,2022-12-10 18:45:33,AKLKUL,8.83
817152,74,806337,2023-02-24 16:16:40,AKLKUL,8.83
222133,115,433876,2022-09-22 00:00:08,AKLKUL,8.83
437713,57,777146,2022-10-30 16:03:28,AKLKUL,8.83
179166,70,256109,2023-02-14 11:20:58,AKLKUL,8.83
725556,52,206103,2023-05-09 21:11:29,AKLKUL,8.83
438501,115,891108,2023-04-28 08:43:29,AKLKUL,8.83
784546,69,880618,2023-02-28 03:23:03,AKLKUL,8.83
105462,55,244313,2023-07-06 01:12:50,AKLKUL,8.83
554384,117,47264,2022-12-10 18:05:11,AKLKUL,8.83
246629,39,839437,2022-08-20 14:13:48,AKLKUL,8.83
964831,32,456594,2022-10-25 04:58:46,AKLKUL,8.83
937874,99,831521,2023-07-29 07:07:16,AKLKUL,8.83
204873,126,687552,2023-03-22 08:55:56,AKLKUL,8.83
872438,44,972309,2023-07-28 16:10:41,AKLKUL,8.83
349611,16,823935,2023-07-23 01:49:36,AKLKUL,8.83
978627,136,213921,2023-01-29 15:43:48,AKLKUL,8.83
615471,138,152197,2023-03-02 02:36:17,AKLKUL,8.83
153002,74,616483,2022-08-09 23:15:04,AKLKUL,8.83
407236,37,662814,2023-06-22 19:51:55,AKLKUL,8.83
71911,104,693238,2022-08-13 05:52:39,AKLKUL,8.83
741060,99,983229,2022-10-03 21:59:24,AKLKUL,8.83
132521,81,994659,2023-05-12 06:03:20,AKLKUL,8.83
488628,14,415513,2022-12-19 23:42:51,AKLKUL,8.83
344609,37,85981,2022-12-06 07:14:22,AKLKUL,8.83
240628,69,55347,2023-01-17 17:23:43,AKLKUL,8.83
113277,21,775108,2023-02-18 10:14:27,AKLKUL,8.83
686326,63,578858,2023-06-01 06:56:15,AKLKUL,8.83
645007,46,375477,2023-07-24 09:45:51,AKLKUL,8.83
108812,6,845061,2022-09-15 19:44:51,AKLKUL,8.83
580868,27,998423,2023-05-17 08:18:05,AKLKUL,8.83
829537,52,114075,2023-03-11 06:13:40,AKLKUL,8.83
244276,41,827884,2023-01-24 12:12:18,AKLKUL,8.83
836475,135,372859,2022-10-19 03:23:59,AKLKUL,8.83
643322,21,921332,2022-11-14 16:57:52,AKLKUL,8.83
671383,62,33468,2022-09-23 21:03:56,AKLKUL,8.83
772190,58,299783,2023-03-25 19:17:22,AKLKUL,8.83
459987,47,71400,2023-05-09 00:48:22,AKLKUL,8.83
458013,35,972436,2023-04-26 01:51:16,AKLKUL,8.83
391740,65,494625,2023-02-08 08:43:30,AKLKUL,8.83
894059,109,423929,2022-10-01 20:54:59,AKLKUL,8.83
880532,41,34337,2023-01-11 04:58:45,AKLKUL,8.83
265968,8,977279,2023-05-03 18:06:09,AKLKUL,8.83
758264,34,307889,2023-05-31 20:12:01,AKLKUL,8.83
539985,16,816578,2022-11-29 22:20:11,AKLKUL,8.83
658469,21,562120,2023-01-24 22:14:50,AKLKUL,8.83
255840,37,266567,2022-09-11 10:29:52,AKLKUL,8.83
707284,6,764078,2023-06-17 08:39:08,AKLKUL,8.83
615638,62,998404,2023-04-07 00:16:29,AKLKUL,8.83
859730,6,137508,2023-04-23 00:26:01,AKLKUL,8.83
961572,95,40389,2023-03-19 01:45:30,AKLKUL,8.83
171401,24,826452,2023-05-14 03:55:48,AKLKUL,8.83
959704,120,297736,2023-01-26 19:46:09,AKLKUL,8.83
701711,93,99221,2023-04-04 09:35:10,AKLKUL,8.83
780243,47,673508,2022-09-29 19:18:10,AKLKUL,8.83
747135,81,44678,2023-01-18 02:16:33,AKLKUL,8.83
306564,74,470820,2022-11-27 16:15:33,AKLKUL,8.83
718253,71,122852,2022-09-13 11:17:27,AKLKUL,8.83
178977,79,958566,2023-06-09 08:56:50,AKLKUL,8.83
60807,8,468052,2023-01-28 19:06:53,AKLKUL,8.83
4194,28,263898,2023-02-23 04:42:26,AKLKUL,8.83
528721,28,29191,2023-03-02 22:32:35,AKLKUL,8.83
244087,86,624617,2023-04-16 06:37:57,AKLKUL,8.83
121933,14,449219,2022-09-07 20:32:38,AKLKUL,8.83
235016,23,803447,2023-01-13 19:49:07,AKLKUL,8.83
226869,2,905793,2023-02-16 23:18:22,AKLKUL,8.83
167855,133,146670,2023-04-18 18:47:45,AKLKUL,8.83
131713,48,383152,2022-11-18 00:42:58,AKLKUL,8.83
910793,111,457877,2023-07-16 16:39:05,AKLKUL,8.83
981041,64,65799,2023-03-09 19:24:04,AKLKUL,8.83
164604,17,447714,2023-02-16 12:16:06,AKLKUL,8.83
175368,53,664251,2022-12-03 11:13:43,AKLKUL,8.83
871792,2,755282,2023-06-08 15:19:31,AKLKUL,8.83
382533,101,625052,2023-01-07 17:40:26,AKLKUL,8.83
572403,29,426030,2022-08-27 11:24:21,AKLKUL,8.83
965523,70,285638,2023-01-05 10:57:34,AKLKUL,8.83
375225,88,90931,2022-12-23 15:20:33,AKLKUL,8.83
308248,90,735592,2023-07-31 01:52:12,AKLKUL,8.83
934875,4,188706,2023-03-16 13:18:41,AKLKUL,8.83
672108,74,908148,2022-09-02 13:11:14,AKLKUL,8.83
524205,85,67377,2023-01-15 20:33:34,AKLKUL,8.83
887272,63,678874,2023-03-12 13:02:58,AKLKUL,8.83
150338,57,234180,2022-09-27 00:06:18,AKLKUL,8.83
788497,54,955869,2023-07-15 02:39:38,AKLKUL,8.83
274143,35,637437,2022-12-30 20:02:21,AKLKUL,8.83
539036,70,619232,2023-03-02 15:25:48,AKLKUL,8.83
454495,112,408417,2022-10-02 05:12:57,AKLKUL,8.83
561770,98,516247,2023-07-05 00:11:22,AKLKUL,8.83
699835,77,726485,2023-03-11 17:45:31,AKLKUL,8.83
236813,5,648139,2022-10-01 05:49:27,AKLKUL,8.83
287917,27,661758,2022-10-22 05:25:41,AKLKUL,8.83
48697,73,342462,2022-08-31 08:39:30,AKLKUL,8.83
