room_id,hotel_id,room_number,room_type,room_price,occupancy_limit,room_status
24279,491866,948,on,60,4,True
76407,575185,412,whose,136,4,False
44327,486534,122,surface,155,2,True
8430,549006,839,budget,177,4,False
84358,330683,998,season,99,4,False
46203,11248,800,take,196,1,True
51068,928974,713,week,193,4,False
34860,462816,882,church,198,4,False
94331,808529,213,it,160,3,True
64111,794680,949,develop,97,4,True
47403,11248,514,adult,160,3,False
35080,781839,343,born,71,2,True
64835,163305,763,hospital,67,4,False
74678,899876,534,whom,169,4,False
64989,343182,158,media,55,4,True
29815,796328,858,enter,199,3,True
98319,22346,354,style,92,3,True
67266,287778,899,blue,79,2,True
94901,887967,220,movement,86,3,False
65203,166704,919,fight,55,3,True
98909,341861,151,morning,142,3,False
68021,389034,152,south,197,4,True
63343,652879,596,lead,85,1,True
92336,327807,608,improve,60,4,True
53009,158355,716,thought,195,3,False
14222,491866,194,fast,88,4,False
51287,497001,619,TV,57,1,True
25336,47087,673,worry,131,4,True
38116,726268,926,feel,58,3,False
86446,337100,447,third,107,1,False
43899,337100,882,peace,193,2,False
77291,277179,562,because,148,2,True
89029,87931,394,job,174,1,False
54609,486534,513,child,106,2,True
801,269651,665,painting,94,4,False
48262,611110,420,center,183,2,False
41729,546597,130,up,182,4,False
246,14572,777,address,194,3,False
52218,137707,961,ago,102,3,False
95119,766069,300,treatment,130,3,True
62971,988834,738,like,55,2,True
63095,420026,917,cold,150,2,True
73927,628121,760,range,76,3,True
73600,885629,940,however,88,3,False
64022,357585,976,business,68,4,True
79998,688138,111,option,139,3,False
20206,498113,598,place,181,3,False
66269,280500,791,situation,96,2,True
92568,756941,583,four,137,3,True
1153,787734,168,song,150,2,False
98614,780410,527,vote,198,4,True
48989,449830,856,build,59,3,True
73983,51470,406,whom,105,4,True
49430,916134,556,someone,175,4,False
5172,757337,149,degree,159,1,False
49307,810208,569,first,161,4,True
76668,546597,461,point,157,1,False
51188,708858,299,ground,58,1,False
168,887967,610,recognize,198,3,True
13485,904925,765,must,191,2,False
7371,622464,983,other,189,4,False
55493,198307,510,development,175,2,True
18653,100327,748,represent,178,4,False
44161,474825,328,toward,102,3,True
16136,449830,530,fear,182,3,True
84456,582920,898,rule,100,4,False
73802,337100,192,any,51,3,True
85368,73963,617,three,123,1,False
14215,497001,350,foreign,99,4,False
99935,381425,804,human,159,1,False
83654,171729,783,window,185,1,False
37180,874214,753,forget,100,3,False
97632,612018,605,wind,114,4,True
17428,431678,187,meeting,200,3,True
44722,726268,140,rock,132,3,False
94842,172197,887,total,55,4,False
54651,342909,985,soldier,111,2,True
26489,950860,480,pattern,169,4,True
18393,138137,290,ball,176,4,False
54579,138137,905,room,170,3,False
14589,490040,243,economic,143,4,True
80819,452038,540,a,83,3,True
50666,885629,512,unit,143,3,True
24360,627159,140,floor,168,2,True
65760,620192,801,way,112,3,True
97471,621109,264,born,125,4,True
85844,171729,671,kitchen,136,2,False
63055,332097,161,end,97,1,True
49463,133304,176,film,149,3,True
66522,486087,486,assume,135,1,False
78970,297683,687,because,76,1,True
14884,256413,379,drug,71,1,False
46167,697412,309,early,158,1,False
58223,349381,437,if,150,2,True
8528,199442,522,when,101,3,True
86411,332097,158,finally,80,3,False
14829,498113,602,light,184,2,True
48764,142722,769,ago,98,4,False
91854,87931,358,behavior,93,2,True
23042,546597,759,full,178,4,False
27084,498113,938,beautiful,165,1,True
77947,903851,171,phone,123,1,True
91315,41193,829,start,97,2,True
77969,482108,323,book,199,1,True
77905,711739,574,approach,176,2,True
18787,569583,217,visit,55,2,False
93282,421826,164,alone,175,2,True
42190,349381,677,compare,194,3,True
46707,149881,156,without,168,3,True
7398,988834,230,our,185,3,False
5114,225504,852,station,167,2,False
81766,950288,420,should,155,4,True
13398,826994,129,talk,106,3,True
63170,398177,870,remain,129,3,False
49596,410249,255,on,185,1,False
24123,34177,517,offer,191,3,True
74653,957451,896,boy,98,3,True
2920,349381,357,by,115,3,True
90504,138137,245,offer,165,4,True
64518,497001,415,group,87,2,False
45532,584005,125,eight,76,2,False
47085,756941,989,ok,53,1,False
79247,988623,280,expect,50,4,True
75996,728517,117,throw,136,3,True
96913,819372,968,act,91,4,False
67092,770401,196,line,67,1,True
63629,319666,279,if,70,4,True
4811,726268,802,sister,137,3,False
782,166704,593,trial,81,4,True
85428,138137,278,leave,85,4,False
80573,6284,241,different,105,4,True
7098,255874,385,cup,87,3,False
3358,766069,654,kind,54,2,False
46102,172197,980,level,109,1,True
84659,269651,487,positive,156,3,True
43474,357585,907,become,121,4,False
79157,711739,330,television,173,4,False
65295,384090,429,peace,151,2,True
51848,294423,341,wife,200,3,True
10810,959232,642,message,61,1,False
27179,41193,889,window,87,2,True
96728,628121,416,already,158,3,False
76712,137559,215,add,136,2,True
27852,582423,736,teacher,180,2,True
77860,791544,102,while,116,1,True
80888,431678,461,everything,102,4,False
11863,284304,311,whose,67,1,False
83659,382742,721,wall,141,1,False
51722,940013,269,lose,119,2,True
28761,149881,207,significant,192,4,False
83161,804426,423,far,127,3,True
10994,41193,970,test,187,3,False
78497,791092,437,couple,71,2,True
58473,331681,673,see,129,2,False
32255,47087,375,me,97,1,False
90086,790481,514,organization,184,4,True
75283,808529,587,describe,141,3,False
51677,11248,877,expect,57,3,True
80811,627159,193,sign,52,3,False
59494,274138,792,evidence,51,3,True
35083,185597,782,detail,173,3,True
20101,756941,618,return,58,2,True
89175,6284,207,help,169,2,True
64206,301189,259,run,107,2,False
49603,715401,250,country,76,3,False
13656,225504,551,hard,110,4,True
43322,462816,878,wish,97,4,False
99070,332272,519,security,117,4,False
91434,918418,449,could,163,3,True
47661,431729,642,happy,170,1,False
76939,171729,397,majority,138,3,False
96223,474249,150,because,79,2,True
41415,808529,524,either,200,3,True
79373,337100,707,scene,182,2,True
12291,838923,265,total,85,3,True
90496,715401,128,different,54,4,False
11429,679284,691,could,131,3,True
85711,622464,562,PM,136,2,False
55778,726268,471,stage,63,4,True
32173,688138,364,many,200,4,True
21885,804426,998,bar,194,1,False
46104,951435,292,all,145,2,True
53033,728517,387,cold,88,3,True
58356,647649,347,reduce,52,2,False
54431,926946,393,action,154,3,False
32964,199442,165,mission,133,2,True
42311,790481,582,improve,109,3,False
630,950860,452,get,64,3,True
75165,142722,737,attack,103,2,False
93860,668330,875,civil,59,1,True
16043,657726,437,wife,98,4,True
42488,688138,835,television,177,3,False
32742,486534,316,project,95,3,False
42160,375788,500,language,81,4,False
35143,903851,354,administration,171,1,True
15813,19929,352,fact,104,3,False
14580,100327,292,set,163,2,True
72455,791092,356,know,161,2,False
12261,92128,594,site,104,4,False
76530,21672,125,million,123,2,True
19049,928974,741,happen,54,4,True
57334,171729,167,item,78,3,True
20601,787734,716,surface,192,3,False
36919,37825,305,staff,135,3,True
69456,479818,248,media,94,1,True
41572,957451,375,type,170,2,False
89871,474249,130,even,67,4,True
97516,918418,251,evidence,114,2,False
36266,187124,830,worker,144,4,False
94403,318425,371,machine,90,2,False
63260,269651,348,far,147,1,True
98743,55622,397,study,93,1,True
38914,255874,755,guy,62,2,False
51239,12238,193,factor,79,4,True
36177,612018,432,charge,74,2,True
87439,612018,652,again,55,4,False
68020,959232,256,treatment,143,2,True
59979,612018,291,our,59,3,False
77426,541476,250,message,107,1,True
45939,584005,182,lay,193,3,False
20911,332097,900,decision,149,3,True
77539,22346,339,fire,164,4,False
90989,582920,798,entire,154,1,False
33022,51470,102,huge,55,2,False
94704,450604,509,international,71,4,False
34582,58415,458,daughter,132,1,False
12101,593134,199,reveal,174,2,True
80850,779683,354,travel,158,4,True
40617,274138,720,office,79,3,False
7522,770401,156,bank,73,2,True
79078,497001,916,billion,137,3,False
98971,601298,887,also,113,3,True
83772,757337,375,conference,194,2,True
42747,436776,269,food,179,2,False
2163,342909,780,concern,86,1,False
43920,638766,653,low,94,3,False
7240,209067,220,bar,187,2,True
95317,375788,731,top,107,2,True
73020,431729,671,operation,152,2,True
8796,158355,542,seek,122,3,True
54658,894958,410,significant,151,1,True
85226,330683,552,according,116,4,True
2930,766069,219,relate,94,2,True
26405,508649,912,lawyer,175,4,False
73143,63415,628,forget,111,1,True
76937,491866,718,law,196,4,False
78259,479818,254,hotel,156,3,True
94351,781839,418,total,138,1,False
94382,652879,852,mother,107,4,True
83195,431729,690,stage,172,2,True
68781,611110,481,water,143,4,False
27502,894958,927,bar,61,2,True
77540,158355,323,forget,54,4,False
7955,576520,724,any,79,2,False
49106,277179,857,save,123,2,False
97183,63415,531,white,190,2,True
74533,685745,993,meet,115,1,False
8244,546597,292,billion,103,3,True
176,337100,122,itself,161,3,False
37722,233907,929,property,131,2,False
30555,524535,189,door,88,3,False
1358,486087,673,instead,56,1,True
34209,541476,674,vote,59,1,True
68009,376743,921,agreement,118,1,False
18842,55622,283,necessary,63,4,False
12595,697412,620,car,68,1,False
29320,41193,103,prevent,77,2,False
84395,398177,410,shake,144,2,True
12663,149881,387,task,182,3,False
56269,498113,711,central,139,2,False
95678,622464,513,part,196,4,True
10567,381425,363,card,60,3,False
76586,486087,539,specific,114,4,True
89682,417287,396,land,145,3,True
70100,376743,367,I,93,3,False
67847,81663,651,stage,143,4,True
97653,490040,795,down,182,3,True
23972,225504,181,reflect,145,1,True
5005,571285,878,movement,176,4,False
40052,341861,416,enjoy,161,2,True
50511,668330,994,major,105,4,False
64880,149881,172,without,160,4,False
87649,497947,320,organization,99,3,False
21339,277179,662,difference,70,2,True
69551,64919,596,laugh,186,4,False
72851,55622,535,billion,95,2,True
65618,652879,756,position,197,4,True
9485,81663,209,company,61,1,True
57986,922378,339,tax,146,4,False
69498,548588,240,reality,130,4,True
66354,41193,491,care,193,2,False
24357,711739,548,center,128,2,False
89675,655981,361,us,149,2,False
91460,611110,575,commercial,70,1,False
85641,838923,164,citizen,140,4,True
66263,957451,254,exactly,104,4,False
87960,226668,252,father,136,3,True
25662,950288,355,Congress,75,1,False
77136,375788,656,data,56,4,True
53494,337100,511,get,96,2,False
7808,55622,936,minute,96,3,True
37488,280500,396,short,66,2,False
76927,452038,243,cut,156,3,True
15597,21672,347,assume,89,4,False
81441,331681,786,paper,184,2,True
63006,928974,603,the,131,4,True
93445,726268,509,six,126,4,False
95281,593134,915,young,147,4,True
53415,198307,725,instead,193,4,False
32396,172197,936,two,141,3,False
2100,327807,797,toward,127,3,False
50693,450604,522,home,130,1,True
90181,672459,927,effort,191,2,True
12524,601298,272,live,124,3,False
55012,687114,403,among,191,3,False
23402,277179,425,side,193,4,True
52992,180194,611,drug,142,4,False
70394,402200,919,find,146,3,True
51484,81663,538,world,142,1,False
94349,349381,512,summer,114,1,True
70290,199442,657,customer,83,3,False
16645,144385,555,still,158,4,False
75977,689132,614,forward,186,4,False
24588,55622,282,interview,93,1,True
71522,171729,294,type,135,4,True
67753,790481,594,low,176,1,True
5782,928974,640,serve,154,2,True
32708,922378,574,information,158,3,False
45564,137559,313,strong,126,1,False
91251,332272,451,everyone,148,3,False
4351,708858,664,enjoy,75,4,True
23235,794680,603,his,167,3,False
45770,58415,953,fine,139,2,False
88585,39663,126,medical,69,2,False
93888,327807,317,early,50,1,True
50932,51470,770,service,196,3,False
43680,474249,866,national,77,3,False
39784,228300,963,cut,96,4,True
82008,337100,197,in,196,2,True
52286,478474,161,cell,58,3,True
53756,58415,805,experience,122,4,False
93517,787734,368,huge,143,2,False
96536,318425,343,risk,117,4,False
49834,452038,918,owner,121,4,False
1566,787734,237,stay,120,4,True
14068,51868,912,bring,98,1,False
63307,233907,482,article,145,3,False
97327,899876,437,clearly,124,1,False
58266,541476,375,bad,89,2,True
49644,452038,344,pressure,157,2,True
93495,766069,276,management,93,4,True
21341,791092,402,until,199,1,True
73865,80516,577,recent,151,4,False
1351,55622,933,choose,99,3,True
72411,180194,927,actually,174,2,False
62381,916134,150,nation,148,2,False
92666,887967,681,future,81,3,False
45523,318425,178,building,127,4,False
32403,576520,470,shoulder,93,2,True
43384,950288,114,kid,158,4,False
57134,187124,239,hear,61,2,False
75017,284304,260,student,102,1,False
29276,620192,877,rock,86,2,False
65011,620192,661,goal,88,3,True
54976,81663,336,argue,174,4,False
31152,366740,342,anyone,156,4,True
73035,770401,356,season,82,4,False
56417,342909,569,decade,187,1,True
95111,318425,670,century,105,4,False
3969,588308,699,claim,182,4,True
70743,756941,414,art,198,1,False
17424,172197,361,white,142,1,True
44636,508649,793,politics,88,3,True
49025,885629,160,life,128,1,False
35217,726268,687,store,198,1,True
48289,651218,790,scientist,187,4,True
34818,22346,932,part,80,1,True
13171,777633,840,put,128,4,True
50443,58415,540,particularly,85,2,False
77522,39175,946,former,80,3,False
22108,6284,428,though,144,3,False
95183,39663,634,necessary,195,1,True
30750,294423,175,pull,187,2,True
76968,252982,994,buy,56,2,True
69940,357585,238,share,120,1,False
76537,452038,710,visit,69,3,False
96344,584005,828,officer,189,2,False
37053,452748,429,no,107,4,False
90379,294423,298,production,134,1,True
23842,697412,756,most,86,4,True
35492,63415,657,anything,153,4,False
24329,462816,215,growth,178,3,True
14366,916134,954,even,142,3,True
51423,87931,803,ability,137,1,True
67286,794680,217,kind,148,3,True
8640,6284,558,use,154,2,True
19888,319666,322,seat,148,3,False
62898,55622,251,pattern,92,4,False
21839,418465,213,arrive,122,3,True
69438,582920,727,election,139,2,False
13730,655981,266,oil,61,4,False
98586,287778,275,quality,148,2,True
17602,679284,268,cover,133,2,True
89895,486087,671,owner,110,3,False
80188,232176,886,good,59,2,True
54968,133304,983,until,116,2,False
31319,478474,146,song,159,4,False
69180,672459,236,face,59,1,True
88598,486087,521,push,146,1,True
98187,297683,136,big,141,1,True
87730,284304,982,drive,82,3,True
9289,851245,667,lose,54,4,True
55946,808529,335,behind,110,4,False
48329,63415,977,clearly,133,2,True
95580,647649,714,artist,65,4,False
64832,497001,212,road,199,1,True
79555,567217,417,myself,53,1,True
82148,58415,109,rise,128,3,False
92492,63415,273,among,159,1,True
47608,287778,831,wall,137,1,True
25743,816246,189,difference,147,4,True
76410,332097,797,pressure,108,2,True
78704,688138,884,power,124,3,True
85321,297683,651,fish,136,3,True
68705,151823,987,manage,82,3,False
43483,601758,244,accept,128,1,False
87763,39175,932,outside,115,1,False
31645,810208,471,cell,136,1,True
71520,621109,500,stay,63,1,True
